Company Name,Street Address 1,Street Address 2,City,State,Zip Code,Country,Industries,Team Member 1,Team Member 2,Team Member 3,Team Member 4
Sageview Capital,55 Railroad Ave,"245 Lytton Ave, Suite 250, Stockholm, Sweden",Greenwich,CT,06830,US,"Oil & Gas Equipment & Services, Oil & Gas Exploration & Production, Other Diversified Financial Services, Specialized Finance, Asset Management & Custody Banks, Mortgage Banker, Mortgage Broker, Mortgage Processors & Servicers, Payment Processors, Insurance Brokers, Diversified Banks, Regional Banks, Financial Technology, Health Care Distributors, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Manufacturing Services, Technology Distributors, Communications Equipment, Application Software, Systems Software, Home Entertainment Software, Internet Software & Services, Data Processing & Outsourced Services, Advertising, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, IT Consulting & Other Services, Education Services, Digital & Social Media, Broadcasting, Cable & Satellite, Movies & Entertainment, Publishing, Health Care Services, Health Care Technology, Life Sciences Tools & Services",Andrew Campelli,Laura Sims,Andrew Korn,
The Tokarz Group Advisers,"287 Bowman Avenue, 2nd Floor",,Purchase,NY,10577,US,"Aerospace & Defense, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Industrial Machinery & Equipment, Safety Equipment, Marine Ports & Services, Alternative Energy Production, Alternative Energy Distribution, Oil & Gas Drilling, Oil & Gas Equipment & Services, Electric Utilities, Oil & Gas Exploration & Production, Oil & Gas Refining & Marketing, Oil & Gas Storage & Transportation, Coal & Consumable Fuels, Integrated Oil & Gas, Payment Processors, Insurance Brokers, Life & Health Insurance, Multi-line Insurance, Property & Casualty Insurance, Reinsurance, Aerospace & Defense, Industrial Machinery & Equipment, Health Care Equipment, Consumer Electronics, Apparel, Accessories & Luxury Goods, Office Electronics, Health Care Supplies, Metal, Glass & Plastic Containers, Safety Equipment, Data Processing & Outsourced Services, Payment Processors, Environmental & Facilities Services, Diversified Support Services, Human Resource & Employment Services, Research & Consulting Services, Marine Ports & Services, IT Consulting & Other Services, Specialty Chemicals, Diversified Chemicals, Leisure Facilities, Education Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology",Kashyap Shah,Puneet Sanan,John Kelly,Chris Ferguson
Tucker Partners,2821 Pebble Drive,,Corona Del Mar,CA,92625,US,"Aerospace & Defense, Building Products, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Application Software, Systems Software, Health Care Technology, Internet Software & Services, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Pharmaceuticals",Scott Tucker,James Tucker,,
Wiregrass Equity,"60 Commerce Street, Suite 370",,Montgomery,AL,36104,US,Health Care Technology,Abbegail Long,Trey Haisten,Darin Phillips,
American Industrial Acquisition Corporation,250 Park Avenue ,,New York,NY,10022,US,"Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber",Jonathan Lawrence,Brian Shiau,,
Stadion Capital,"88 East Broad Street, Suite 1230",,Columbus,OH,43215,US,"Other Diversified Financial Services, Specialized Finance, Mortgage Processors & Servicers, Payment Processors, Insurance Brokers, Financial Technology, Data Processing & Outsourced Services, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Education Services, Specialized Consumer Services, Integrated Telecommunication Services",Michael Scott,Mark Holmquist,Brian Ford,
High Street Capital,150 N Wacker Dr Ste 2420,,Chicago,IL,60606,US,,Rob France,Blake Bartolomei,,
American Pacific Group,"80 E. Sir Francis Drake blvd, Suite 2M",,Larkspur,CA,94939,US,"Real Estate Services, Third Party Logistics (3PL), Food Distributors, Health Care Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Commercial Printing, IT Consulting & Other Services, Education Services, Specialized Consumer Services, Industrial Gases, Airlines, Trucking, Airport Services, Water Utilities, Electric Utilities, Gas Utilities, Alternative Energy Production, Alternative Energy Distribution, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Housewares & Specialties, Leisure Products, Photographic Products, Textiles, Financial Technology, Automobile Manufacturers, Alternative Carriers, Integrated Telecommunication Services, Wireless Telecommunication Services, Digital & Social Media, Broadcasting, Publishing, Advertising, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Technology, Automotive Retail, Drug Retail, Food Retail, Department Stores, Biotechnology, Pharmaceuticals, Life Sciences Tools & Services, Nutraceuticals, Fertilizers & Agricultural Chemicals, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Metal, Glass & Plastic Containers, Safety Equipment, Tires & Rubber, Agricultural Products, Packaged Foods & Meats, Household Products, Personal Products, Specialty Chemicals, Commodity Chemicals, Diversified Chemicals, Construction Materials, Metal, Glass & Plastic Containers, Paper Packaging, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products",Lauren Glazebrook,Enzo Tallerico,,
Northern Private Capital Inc.,"135 Yorkville Avenue, 9th Floor",,Toronto,ON,M5R 0C7,CA,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber",Chris Saunders,,,
HBC Investments,"Reagan Place at Old Parkland, 3963 Maple Avenue Suite 490",,Dallas,TX,75219,US,"Oil & Gas Drilling, Oil & Gas Exploration & Production, Oil & Gas Storage & Transportation, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction Materials, Health Care Equipment, Personal Products, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Digital & Social Media, Broadcasting, Cable & Satellite, Movies & Entertainment, Publishing, Advertising, Retail Distributors, Home Furnishings, Housewares & Specialties, Apparel, Accessories & Luxury Goods, Textiles, Household Products, Personal Products, Soft Drinks, Agricultural Products, Packaged Foods & Meats",Britain Peakes,Peter Brodsky,Joe Colonnetta,
New Harbor Capital,"500 West Madison Street, Suite 2830",,Chicago,IL,60661,US,"Third Party Logistics (3PL), Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Marine Ports & Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Communications Equipment, Highways & Railtracks, Airport Services",Avneet Multani,Russell Morgan,Andrew Nicholson,Bo Mlnarik
CGS Management AG,Huobstrasse 14,,Pfäffikon,FREIENBACH,6Q2J+37,CH,"Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products",Sascha Herzog,Thierry Biggoer,,
Endeavour Capital,444 S Flower Street,,Los Angeles,CA,90071,US,"Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Technology Distributors, Air Freight & Logistics, Marine Shipping, Trucking, Health Care Distributors, Retail Distributors, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Apparel Retail, Computer & Electronics Retail, Home Improvement Retail, Specialty Stores, Automotive Retail, Homefurnishing Retail, Drug Retail, Food Retail, Hypermarkets & Super Centers, Retail Distributors, Catalog Retail, Internet Retail, Department Stores, General Merchandise Stores, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers",Salman Bari,,,
AS Equity Partners,16 Berkeley Street,Churerstrasse 54,London,LONDON,W1J 8DZ,GB,"Application Software, Systems Software, Financial Technology, Health Care Technology, Internet Software & Services, Data Processing & Outsourced Services, Advertising, Payment Processors, Human Resource & Employment Services, IT Consulting & Other Services",Lejla Pintol,Andrew Lawson,Jonathan Oliver,Andreas Schulte
Lafayette Capital Partners,1 rue Jean-Pierre Brasseur,Bleichstr 64-66,Luxembourg,Luxembourg,L-1258 ,LU,"Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Food Distributors, Health Care Distributors, Retail Distributors, Automobile Manufacturers, Motorcycle Manufacturers, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Electronic Manufacturing Services, Data Processing & Outsourced Services, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Forest Products, Paper Products, Construction Materials, Metal, Glass & Plastic Containers, Paper Packaging, Fertilizers & Agricultural Chemicals, Industrial Gases, Specialty Chemicals, Diversified Chemicals, Aluminum Products, Other Metal & Mineral Products, Steel Products, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Publishing, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Managed Health Care, Specialty Stores, Automotive Retail, Food Retail, Retail Distributors, Household Appliances, Housewares & Specialties, Leisure Products, Household Products, Personal Products, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Auto Parts & Accessories, Tires & Rubber",Sebastian Burian,Patrick Pilz,,
Conversion Venture Capital,"216 East 45 Street, 6th Floor",,NYC,NY,10017,US,,Shakeel Rangrez,,,
KT Capital Partners,"ONE GLENLAKE PARKWAY, SUITE 1075",,Atlanta,GA,30328,US,,Justin Kenney,Jim Tapp,,
TCG Partners Ltd.,"2800 Skymark Ave, Suite 316",,Mississauga,ON,L4W 5A6,CA,"Third Party Logistics (3PL), Marine Shipping, Railroads, Trucking, Third Party Logistics (3PL), Air Freight & Logistics, Marine Shipping, Trucking",John Costa,Stefan Fernando,Ismail Abdelmalek,Byron Edwardson
Newport Global Advisors,21 Waterway Avenue Suite 150,,The Woodlands,TX,77380,US,,Richard Gibbs,Peyton Vitter,Anthony Longi Jr,
NRD Capital Management,4170 Ashford Dunwoody Rd Suite 390,,Atlanta,GA,30319,US,"Apparel, Accessories & Luxury Goods",Marshall Snook,Dalton Potts,,
Acquira,100 South King Street,,Seattle,WA,98104,US,"Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber",Mick Kawashima,Tucker Pool,Brian Stroh,
Rallyday Partners,"250 Fillmore St, Suite 225",,Denver,CO,80206,US,"Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products",Travis Conway,Sanjay Gulati,,
Caltius Equity Partners,"11766 Wilshire Boulevard, Suite 850",,Los Angeles,CA,90025,US,,Paul Bienaime,Gavin Bates,Ryan Matthews,Rick Shuart
Green Mesa Capital,"170 S. Green Valley Parkway, Suite 300",,Henderson,NV,89012,US,"Specialized Finance, Mortgage Banker, Mortgage Processors & Servicers, Diversified Real Estate Activities, Real Estate Operating Companies, Real Estate Development, Real Estate Services, Real Estate Investment Trusts (REITs), Financial Technology",Randy Norton,,,
Waverider Partners,4468 Christensen Cir,,Littleton,CO,80123,US,"Third Party Logistics (3PL), Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Automobile Manufacturers, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber",Wes Schrader,,,
Mustang Entrepreneurs,4412 Stanford Ave,,Dallas,TX,75225,US,"Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services",Suresh Narayanan,,,
Worklyn Partners,"275 Canal Street , Floor 5",4651 Salisbury Rd,New York,NY,10013,US,"Communications Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Alternative Carriers, Integrated Telecommunication Services, Wireless Telecommunication Services, Safety Equipment, Electrical Components & Equipment, Computer Hardware, Computer Storage & Peripherals, Electronic Equipment & Instruments , Electronic Components, Electronic Manufacturing Services, Technology Distributors, Semiconductor Equipment , Semiconductors, Application Software, Systems Software, Home Entertainment Software, Financial Technology, Health Care Technology, Internet Software & Services, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors",Aryan Lalwani,Johnny Lieberman,Hannah Paige,Zachary Miller
Merak Group,1666 Presidential Way,,Miami,FL,33179,US,"Data Processing & Outsourced Services, Advertising, Payment Processors, Environmental & Facilities Services, Office Services & Supplies, Diversified Support Services, Security & Alarm Services, Human Resource & Employment Services, Research & Consulting Services, Airport Services, Marine Ports & Services, Commercial Printing, IT Consulting & Other Services, Casino & Gaming Operators, Hotel, Resort & Cruise Line Operators, Leisure Facilities, Restaurants, Education Services, Specialized Consumer Services, Health Care Equipment, Health Care Supplies, Health Care Distributors, Health Care Services, Health Care Facilities, Managed Health Care, Health Care Technology, Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Auto Parts & Accessories, Tires & Rubber, Consumer Electronics, Home Furnishings, Homebuilding, Household Appliances, Housewares & Specialties, Leisure Products, Photographic Products, Apparel, Accessories & Luxury Goods, Footwear, Textiles, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber, Brewers, Distillers & Vintners, Soft Drinks, Agricultural Products, Packaged Foods & Meats, Tobacco, Household Products, Personal Products",Mike Attias,,,
Rock Capital Partners Inc.,45 Glenview Avenue,,Toronto,ON,M4R 1P5,CA,"Aerospace & Defense, Building Products, Construction & Engineering, Electrical Components & Equipment, Heavy Electrical Equipment, Industrial Conglomerates, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Trading Companies & Distributors, Safety Equipment, Third Party Logistics (3PL), Air Freight & Logistics, Airlines, Marine Shipping, Railroads, Trucking, Airport Services, Highways & Railtracks, Marine Ports & Services, Automobile Manufacturers, Motorcycle Manufacturers, Aerospace & Defense, Building Products, Heavy Electrical Equipment, Construction & Farm Machinery & Heavy Trucks, Industrial Machinery & Equipment, Electronic Manufacturing Services, Construction Materials, Health Care Equipment, Consumer Electronics, Computer Storage & Peripherals, Photographic Products, Apparel, Accessories & Luxury Goods, Textiles, Personal Products, Office Electronics, Auto Parts & Accessories, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Safety Equipment, Forest Products, Tires & Rubber",Alex Katznelson,Chris Frostad,Andrew Elbaz,
Argenta Partners,"1845 Woodall Rodgers Frwy. Suite 1600, LB-16",,Dallas,TX,77001,US,"Third Party Logistics (3PL), Trading Companies & Distributors, Air Freight & Logistics, Health Care Services",Michael Prentiss,Peter Lynch,Chris Gladden,
New Capital Partners,"2900 First Avenue South, Suite 200",,Birmingham,AL,35233,US,,Conner McCabe,Seton Marshall,Ryan Berg,
Agincourt Capital Partners,"590 Madison Avenue, 21st Floor  ",,New York,NY,10022,US,"Aerospace & Defense, Building Products, Industrial Machinery & Equipment, Safety Equipment, Third Party Logistics (3PL), Food Distributors, Trading Companies & Distributors, Health Care Distributors, Office Electronics, Paper Packaging, Health Care Supplies, Paper Products, Metal, Glass & Plastic Containers, Forest Products, Diversified Support Services, Aluminum Products, Other Metal & Mineral Products, Food Retail, Homebuilding, Leisure Products, Life Sciences Tools & Services, Nutraceuticals",Andrew Spence,,,
