Detail URL,Name,Image,Item#,Reviews,Brand,Price($),Details,Features,Brand Name,Manufacturer No,No of Reviews
https://www.allegromedical.com/products/smart-step-healthcare-mat-3-x-2/,3' X 2' Smart Step Healthcare Mat Brown,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/d/_dc_5a_smart-step-healthcare-mat-558034-medium_0.jpg,842 0039,Be the first to review this product,Smart Step,144.83,"The ,Smart Step Healthcare Mat, dramatically reduces the fatigue and discomfort associated with long term or stationary standing. Our revolutionary concept was designed to interact with the body by allowing weight to frequently shift and rebalance itself, reducing the stress and strain of many daily activities. The Smart Step Healthcare Mat promotes better posture, proper circulation, muscle conditioning and a sense of well being. The one piece construction has a soft inner design structure that serves as a preventative approach against potential back, leg, and foot problems."",Smart Step Healthcare Mat Features and Benefits,Lightweight polyurethane construction creates the softest and most durable mat available.,The ergonomic design provides exceptional comfort and relief for both you and your patients.,Proven to dramatically reduce back, leg, and foot fatigue associated with stationary standing and many daily activities.,Promotes healthy proprioception.,Increases and improves circulation to the extremities.,Guaranteed to lie flat, eliminating potential trip hazards.,Five Year warranty against compression, wear through, delamination and rolled edges.,Not harmful to existing flooring.,Maintenance free. Does not stain and spills wipe up easily.,Available in four attractive colors and multiple dimensions.,How It Works?,A good anti-fatigue flooring program is proven to prevent many of the symptoms of back, leg and foot fatigue. The soft inner structure of the Smart Step Healthcare Mat allows body weight to shift, thus requiring the body to rebalance itself frequently. As a result, muscles contract and relax, and blood flow to the extremities is encouraged. Muscle fatigue and stress are greatly reduced, allowing you to increase ADL’s (Activities of Daily Living).,Smart Step Healthcare Mat Ordering Options,2.5' x 1.5',3' x 2',6' x 2',6' x 3',5' x 4'","Proven to dramatically reduce back, leg, and foot fatigue,Increases and improves circulation to the extremities,Available in four attractive colors and multiple dimensions",Smart Step®,"32WMRBLK, 32WMRBRN, 32WMRGRY",
https://www.allegromedical.com/products/smart-step-healthcare-mat-3-x-2/,3' X 2' Smart Step Healthcare Mat Grey,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/d/_dc_5a_smart-step-healthcare-mat-558034-medium_0.jpg,842 0039,Be the first to review this product,Smart Step,144.830000,"The ,Smart Step Healthcare Mat, dramatically reduces the fatigue and discomfort associated with long term or stationary standing. Our revolutionary concept was designed to interact with the body by allowing weight to frequently shift and rebalance itself, reducing the stress and strain of many daily activities. The Smart Step Healthcare Mat promotes better posture, proper circulation, muscle conditioning and a sense of well being. The one piece construction has a soft inner design structure that serves as a preventative approach against potential back, leg, and foot problems."",Smart Step Healthcare Mat Features and Benefits,Lightweight polyurethane construction creates the softest and most durable mat available.,The ergonomic design provides exceptional comfort and relief for both you and your patients.,Proven to dramatically reduce back, leg, and foot fatigue associated with stationary standing and many daily activities.,Promotes healthy proprioception.,Increases and improves circulation to the extremities.,Guaranteed to lie flat, eliminating potential trip hazards.,Five Year warranty against compression, wear through, delamination and rolled edges.,Not harmful to existing flooring.,Maintenance free. Does not stain and spills wipe up easily.,Available in four attractive colors and multiple dimensions.,How It Works?,A good anti-fatigue flooring program is proven to prevent many of the symptoms of back, leg and foot fatigue. The soft inner structure of the Smart Step Healthcare Mat allows body weight to shift, thus requiring the body to rebalance itself frequently. As a result, muscles contract and relax, and blood flow to the extremities is encouraged. Muscle fatigue and stress are greatly reduced, allowing you to increase ADL’s (Activities of Daily Living).,Smart Step Healthcare Mat Ordering Options,2.5' x 1.5',3' x 2',6' x 2',6' x 3',5' x 4'","Proven to dramatically reduce back, leg, and foot fatigue,Increases and improves circulation to the extremities,Available in four attractive colors and multiple dimensions",Smart Step®,"32WMRBLK, 32WMRBRN, 32WMRGRY",
https://www.allegromedical.com/products/smart-step-healthcare-mat-3-x-2/,3' X 2' Smart Step Healthcare Mat Grey,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/d/_dc_5a_smart-step-healthcare-mat-558034-medium_0.jpg,842 0039,Be the first to review this product,Smart Step,144.83,"The ,Smart Step Healthcare Mat, dramatically reduces the fatigue and discomfort associated with long term or stationary standing. Our revolutionary concept was designed to interact with the body by allowing weight to frequently shift and rebalance itself, reducing the stress and strain of many daily activities. The Smart Step Healthcare Mat promotes better posture, proper circulation, muscle conditioning and a sense of well being. The one piece construction has a soft inner design structure that serves as a preventative approach against potential back, leg, and foot problems."",Smart Step Healthcare Mat Features and Benefits,Lightweight polyurethane construction creates the softest and most durable mat available.,The ergonomic design provides exceptional comfort and relief for both you and your patients.,Proven to dramatically reduce back, leg, and foot fatigue associated with stationary standing and many daily activities.,Promotes healthy proprioception.,Increases and improves circulation to the extremities.,Guaranteed to lie flat, eliminating potential trip hazards.,Five Year warranty against compression, wear through, delamination and rolled edges.,Not harmful to existing flooring.,Maintenance free. Does not stain and spills wipe up easily.,Available in four attractive colors and multiple dimensions.,How It Works?,A good anti-fatigue flooring program is proven to prevent many of the symptoms of back, leg and foot fatigue. The soft inner structure of the Smart Step Healthcare Mat allows body weight to shift, thus requiring the body to rebalance itself frequently. As a result, muscles contract and relax, and blood flow to the extremities is encouraged. Muscle fatigue and stress are greatly reduced, allowing you to increase ADL’s (Activities of Daily Living).,Smart Step Healthcare Mat Ordering Options,2.5' x 1.5',3' x 2',6' x 2',6' x 3',5' x 4'","Proven to dramatically reduce back, leg, and foot fatigue,Increases and improves circulation to the extremities,Available in four attractive colors and multiple dimensions",Smart Step®,"32WMRBLK, 32WMRBRN, 32WMRGRY",
https://www.allegromedical.com/products/smart-step-healthcare-mat-3-x-2/,Smart Step Healthcare Mat - Burgundy - 3' x 2',https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/d/_dc_5a_smart-step-healthcare-mat-558034-medium_0.jpg,842 0039,Be the first to review this product,Smart Step,117.230000,"The ,Smart Step Healthcare Mat, dramatically reduces the fatigue and discomfort associated with long term or stationary standing. Our revolutionary concept was designed to interact with the body by allowing weight to frequently shift and rebalance itself, reducing the stress and strain of many daily activities. The Smart Step Healthcare Mat promotes better posture, proper circulation, muscle conditioning and a sense of well being. The one piece construction has a soft inner design structure that serves as a preventative approach against potential back, leg, and foot problems."",Smart Step Healthcare Mat Features and Benefits,Lightweight polyurethane construction creates the softest and most durable mat available.,The ergonomic design provides exceptional comfort and relief for both you and your patients.,Proven to dramatically reduce back, leg, and foot fatigue associated with stationary standing and many daily activities.,Promotes healthy proprioception.,Increases and improves circulation to the extremities.,Guaranteed to lie flat, eliminating potential trip hazards.,Five Year warranty against compression, wear through, delamination and rolled edges.,Not harmful to existing flooring.,Maintenance free. Does not stain and spills wipe up easily.,Available in four attractive colors and multiple dimensions.,How It Works?,A good anti-fatigue flooring program is proven to prevent many of the symptoms of back, leg and foot fatigue. The soft inner structure of the Smart Step Healthcare Mat allows body weight to shift, thus requiring the body to rebalance itself frequently. As a result, muscles contract and relax, and blood flow to the extremities is encouraged. Muscle fatigue and stress are greatly reduced, allowing you to increase ADL’s (Activities of Daily Living).,Smart Step Healthcare Mat Ordering Options,2.5' x 1.5',3' x 2',6' x 2',6' x 3',5' x 4'","Proven to dramatically reduce back, leg, and foot fatigue,Increases and improves circulation to the extremities,Available in four attractive colors and multiple dimensions",Smart Step®,"32WMRBLK, 32WMRBRN, 32WMRGRY",
https://www.allegromedical.com/products/maddagrip-jar-opener/,Maddagrip Jar Opener - MaddaGrip Opener - pkg of 1,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/3/_37_a6_maddagrip-jar-opener-193166-medium_0.jpg,078 0003,,Ableware,7.280000,"The ,Maddagrip Opener, has a soft shape that conforms to almost any size cap allowing the user to effortlessly open anything from small vials and bottles to large jars.,Longer shape and textured outside provide a better grip for weak hands.,Larger diameter fits entire hand and offers extra turning power.,Bright orange color for greater visibility.","Soft shape conforms to almost any size cap or lid,Open anything from small bottles to large jars,Provides a better grip for weak hands,Larger diameter fits entire hand",Ableware,"75384001, 753581002",2
https://www.allegromedical.com/products/maddagrip-jar-opener/,Maddagrip Jar Opener - MaddaGrip Opener - pkg of 2 - Pack of 2,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/3/_37_a6_maddagrip-jar-opener-193166-medium_0.jpg,078 0003,,Ableware,10.670000,"The ,Maddagrip Opener, has a soft shape that conforms to almost any size cap allowing the user to effortlessly open anything from small vials and bottles to large jars.,Longer shape and textured outside provide a better grip for weak hands.,Larger diameter fits entire hand and offers extra turning power.,Bright orange color for greater visibility.","Soft shape conforms to almost any size cap or lid,Open anything from small bottles to large jars,Provides a better grip for weak hands,Larger diameter fits entire hand",Ableware,"75384001, 753581002",2
https://www.allegromedical.com/products/ladies-royal-tel-time-bi-color-talking-watch-w-white-dial-expansion-band-each/,Ladies Royal Tel-Time Bi-Color Talking Watch w/White Dial-Expansion Band - Each,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/7/_7f_32_ladies-royal-tel-time-bi-color-talking-watch-w-white-dial-expansion-band-212626-royal-tel-time-bi-color-talking-watch-w-white-dial-expansion-band-212626-product-medium_image.jpg,086 0026,,Royal,$65.42,Elegant Ladies Bi-Color Quartz Talking Watch,"12/24 hour format
,Easy to set and easy to maintain
,Male voice
,Talking time, alarm, calendar & timer
",Royal,702540,1
https://www.allegromedical.com/products/leg-wedge-pillow-by-better-sleep-pillow-each/,Leg Wedge Pillow by Better Sleep Pillow - Each,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/4/_4e_87_leg-wedge-pillow-555143-wedge-pillow-555143-product-medium_image.jpg,834 0055,,Better Sleep Pillow,$25.44,"The , is a dual purpose orthopedic pillow is the ultimate leg spacer pillow. When in the folded (closed) position the Leg Wedge Pillow fits between the thighs or legs fitting the natural curves of your body. When in the unfolded (open) position it elevates feet and legs to reduce leg tension and promote circulation. The Leg Wedge Pillow is two pain relieving pillows in one. ,The memory foam used in the Leg Wedge Pillow comforts you as it helps relieve pressure and tension throughout the night. It even moves with you as you turn from side to side helping you get a more restful sleep. It is great for people with hip joint pain, lower back pain, knee joint pain, varicose veins, poor circulation, leg muscle cramps, restless leg syndrome, ankle joint pain, diabetes or vascular problems.,The Leg Wedge Pillow is covered in a comfortable terry cloth cover. The supportive memory foam hugs and cradles the legs to reduce pressure and promote better circulation. The reduction in tension and pressure and tension will help you sleep better and reduce morning back pain and stiffness.,The dual use pillow can be used to separate knees or thighs or elevate lower legs or ankles. It is great for anybody that is having trouble sleeping due to discomfort.,Sleep better and wake up more comfortable using the Leg Wedge Pillow. Get yours today from Allegro Medical.","Relieves pressure on lower extremities,Moves with you while you sleep,Supports ankle and spine,Allows for restful sleep",Better Sleep Pillow,LWP-001-01,8
https://www.allegromedical.com/products/wrist-cushion-for-mouse/,WRIST CUSHION FOR MOUSE - HEATHER GRAY,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/7/_70_fb_wrist-cushion-for-mouse-216907-medium_0.jpg,088 0095,,Imak Products,10.000000,"The ,Wrist Cushion for Mouse, is filled with ErgoBeads offering the ultimate in ergonomic wrist support while using your mouse. The unique design is shaped for easy maneuvering of the mouse, while ergonomically supporting your wrist and forearm. The ErgoBeads massage your wrist as you move with the mouse, providing all day mousing comfort.,Can be used with any style computer Mouse,Ergonomically designed,Effective solution for carpal tunnel pain,Put in freezer for cool and comfortable feeling,Washable for easy care,Computer Keyboard Pads also available,
IMAK ErgoBeads are tiny plastic beads with a special smooth coating. They glide smoothly against each other so they easily conform to your body. This creates a massaging effect that increases your blood circulation -- promoting healthy muscle tissue.,
,
Fabric pads can be hand or machine washed.,
Leather pads can be wiped off with any leather-cleaning product.","Cool and comfortable
,Ergonomically designed
,Use with any style Computer Mouse
,Washable for easy care
",Imak Products,A10165,7
https://www.allegromedical.com/products/wrist-cushion-for-mouse/,WRIST CUSHION FOR MOUSE - HEATHER GRAY,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/7/_70_fb_wrist-cushion-for-mouse-216907-medium_0.jpg,088 0095,,Imak Products,10.000000,"The ,Wrist Cushion for Mouse, is filled with ErgoBeads offering the ultimate in ergonomic wrist support while using your mouse. The unique design is shaped for easy maneuvering of the mouse, while ergonomically supporting your wrist and forearm. The ErgoBeads massage your wrist as you move with the mouse, providing all day mousing comfort.,Can be used with any style computer Mouse,Ergonomically designed,Effective solution for carpal tunnel pain,Put in freezer for cool and comfortable feeling,Washable for easy care,Computer Keyboard Pads also available,
IMAK ErgoBeads are tiny plastic beads with a special smooth coating. They glide smoothly against each other so they easily conform to your body. This creates a massaging effect that increases your blood circulation -- promoting healthy muscle tissue.,
,
Fabric pads can be hand or machine washed.,
Leather pads can be wiped off with any leather-cleaning product.","Cool and comfortable
,Ergonomically designed
,Use with any style Computer Mouse
,Washable for easy care
",Imak Products,A10165,7
https://www.allegromedical.com/products/wrist-cushion-for-mouse/,WRIST CUSHION FOR MOUSE - HEATHER GRAY,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/7/_70_fb_wrist-cushion-for-mouse-216907-medium_0.jpg,088 0095,,Imak Products,10.000000,"The ,Wrist Cushion for Mouse, is filled with ErgoBeads offering the ultimate in ergonomic wrist support while using your mouse. The unique design is shaped for easy maneuvering of the mouse, while ergonomically supporting your wrist and forearm. The ErgoBeads massage your wrist as you move with the mouse, providing all day mousing comfort.,Can be used with any style computer Mouse,Ergonomically designed,Effective solution for carpal tunnel pain,Put in freezer for cool and comfortable feeling,Washable for easy care,Computer Keyboard Pads also available,
IMAK ErgoBeads are tiny plastic beads with a special smooth coating. They glide smoothly against each other so they easily conform to your body. This creates a massaging effect that increases your blood circulation -- promoting healthy muscle tissue.,
,
Fabric pads can be hand or machine washed.,
Leather pads can be wiped off with any leather-cleaning product.","Cool and comfortable
,Ergonomically designed
,Use with any style Computer Mouse
,Washable for easy care
",Imak Products,A10165,7
https://www.allegromedical.com/products/wrist-cushion-for-mouse/,WRIST CUSHION FOR MOUSE - HEATHER GRAY,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/7/_70_fb_wrist-cushion-for-mouse-216907-medium_0.jpg,088 0095,,Imak Products,10.000000,"The ,Wrist Cushion for Mouse, is filled with ErgoBeads offering the ultimate in ergonomic wrist support while using your mouse. The unique design is shaped for easy maneuvering of the mouse, while ergonomically supporting your wrist and forearm. The ErgoBeads massage your wrist as you move with the mouse, providing all day mousing comfort.,Can be used with any style computer Mouse,Ergonomically designed,Effective solution for carpal tunnel pain,Put in freezer for cool and comfortable feeling,Washable for easy care,Computer Keyboard Pads also available,
IMAK ErgoBeads are tiny plastic beads with a special smooth coating. They glide smoothly against each other so they easily conform to your body. This creates a massaging effect that increases your blood circulation -- promoting healthy muscle tissue.,
,
Fabric pads can be hand or machine washed.,
Leather pads can be wiped off with any leather-cleaning product.","Cool and comfortable
,Ergonomically designed
,Use with any style Computer Mouse
,Washable for easy care
",Imak Products,A10165,7
https://www.allegromedical.com/products/wrist-cushion-for-mouse/,WRIST CUSHION FOR MOUSE - HEATHER GRAY,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/7/_70_fb_wrist-cushion-for-mouse-216907-medium_0.jpg,088 0095,,Imak Products,10.000000,"The ,Wrist Cushion for Mouse, is filled with ErgoBeads offering the ultimate in ergonomic wrist support while using your mouse. The unique design is shaped for easy maneuvering of the mouse, while ergonomically supporting your wrist and forearm. The ErgoBeads massage your wrist as you move with the mouse, providing all day mousing comfort.,Can be used with any style computer Mouse,Ergonomically designed,Effective solution for carpal tunnel pain,Put in freezer for cool and comfortable feeling,Washable for easy care,Computer Keyboard Pads also available,
IMAK ErgoBeads are tiny plastic beads with a special smooth coating. They glide smoothly against each other so they easily conform to your body. This creates a massaging effect that increases your blood circulation -- promoting healthy muscle tissue.,
,
Fabric pads can be hand or machine washed.,
Leather pads can be wiped off with any leather-cleaning product.","Cool and comfortable
,Ergonomically designed
,Use with any style Computer Mouse
,Washable for easy care
",Imak Products,A10165,7
https://www.allegromedical.com/products/wrist-cushion-for-mouse/,WRIST CUSHION FOR MOUSE - HEATHER GRAY,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/7/_70_fb_wrist-cushion-for-mouse-216907-medium_0.jpg,088 0095,,Imak Products,10.000000,"The ,Wrist Cushion for Mouse, is filled with ErgoBeads offering the ultimate in ergonomic wrist support while using your mouse. The unique design is shaped for easy maneuvering of the mouse, while ergonomically supporting your wrist and forearm. The ErgoBeads massage your wrist as you move with the mouse, providing all day mousing comfort.,Can be used with any style computer Mouse,Ergonomically designed,Effective solution for carpal tunnel pain,Put in freezer for cool and comfortable feeling,Washable for easy care,Computer Keyboard Pads also available,
IMAK ErgoBeads are tiny plastic beads with a special smooth coating. They glide smoothly against each other so they easily conform to your body. This creates a massaging effect that increases your blood circulation -- promoting healthy muscle tissue.,
,
Fabric pads can be hand or machine washed.,
Leather pads can be wiped off with any leather-cleaning product.","Cool and comfortable
,Ergonomically designed
,Use with any style Computer Mouse
,Washable for easy care
",Imak Products,A10165,7
https://www.allegromedical.com/products/wrist-cushion-for-mouse/,WRIST CUSHION FOR MOUSE - HEATHER GRAY,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/7/_70_fb_wrist-cushion-for-mouse-216907-medium_0.jpg,088 0095,,Imak Products,10.000000,"The ,Wrist Cushion for Mouse, is filled with ErgoBeads offering the ultimate in ergonomic wrist support while using your mouse. The unique design is shaped for easy maneuvering of the mouse, while ergonomically supporting your wrist and forearm. The ErgoBeads massage your wrist as you move with the mouse, providing all day mousing comfort.,Can be used with any style computer Mouse,Ergonomically designed,Effective solution for carpal tunnel pain,Put in freezer for cool and comfortable feeling,Washable for easy care,Computer Keyboard Pads also available,
IMAK ErgoBeads are tiny plastic beads with a special smooth coating. They glide smoothly against each other so they easily conform to your body. This creates a massaging effect that increases your blood circulation -- promoting healthy muscle tissue.,
,
Fabric pads can be hand or machine washed.,
Leather pads can be wiped off with any leather-cleaning product.","Cool and comfortable
,Ergonomically designed
,Use with any style Computer Mouse
,Washable for easy care
",Imak Products,A10165,7
https://www.allegromedical.com/products/prostretch-plus-each/,ProStretch Plus - Each,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/e/_e4_7b_prostretch-plus-564405-medium_0.jpg,853 0334,Be the first to review this product,ProStretch,$42.84,"Patented ProStretch Plus rocker design automatically holds your foot in the optimal position for providing a biomechanically accurate and efficient stretch that's been proven to work the lower leg muscles more effectively.,Unique adjustable heel rest allows you to increase or decrease the degree of stretch, enabling the user to ""progress their stretch"" as they become stronger and more flexible.,Exclusive removable toe lift delivers maximum toe and Plantar fascia stretch. Perfect for engaging the entire interconnective chain of the lower leg for unparalleled results.,Larger, continuous platform provides increased comfort and stability. Fits up to size 14 shoe.,Tight Calves & Hamstrings,Plantar fasciitis,Achilles tendonitis","Proven effective,Customizable stretch,Durable & Portable,Used by many professional athletes",ProStretch,S01000-Single,
https://www.allegromedical.com/products/lomi-lomi-personal-electric-back-and-body-massager-each/,Lomi-Lomi Personal Electric Back and Body Massager - Each,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/6/_6c_20_lomi-lomi-personal-massager-217127-lomi-personal-massager-217127-product-medium_image.jpg,237 0041,,Allegro Medical,$184.20,"Help relieve your shoulder, neck, back, thigh and foot pain with the , by Allegro Medical. This sturdy, reliable and maintenance-free personal Lomi Lomi hand-held massager has
2 speeds: High (3500 rpm) and Low (2800 rpm). The Lomi Lomi personal massage therapy massager is intended for the entire household and is more economical than the competing electric back and body massagers.,Deep muscle penetration,Relieves tension and stress,Stimulates local circulation,Soothes and relaxes aching muscles,Soft vibrating pad,Vibrating frequencies: 3500 rpm High, 2800 rpm Low,Power source: 120V, 60Hz, 1Amp,10 foot cord,Weight: 6 lbs","Deep muscle penetration with soft vibrating pad to relieve tension and stress,Stimulates local circulation with two speeds to soothe and relax aching muscles ,Sturdy, reliable and maintenance-free",Allegro Medical,LOMILOMI,4
https://www.allegromedical.com/products/lomi-lomi-personal-electric-back-and-body-massager-each/,Lomi-Lomi Personal Electric Back and Body Massager - Each,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/6/_6c_20_lomi-lomi-personal-massager-217127-lomi-personal-massager-217127-product-medium_image.jpg,237 0041,,Allegro Medical,$184.20,"Help relieve your shoulder, neck, back, thigh and foot pain with the , by Allegro Medical. This sturdy, reliable and maintenance-free personal Lomi Lomi hand-held massager has
2 speeds: High (3500 rpm) and Low (2800 rpm). The Lomi Lomi personal massage therapy massager is intended for the entire household and is more economical than the competing electric back and body massagers.,Deep muscle penetration,Relieves tension and stress,Stimulates local circulation,Soothes and relaxes aching muscles,Soft vibrating pad,Vibrating frequencies: 3500 rpm High, 2800 rpm Low,Power source: 120V, 60Hz, 1Amp,10 foot cord,Weight: 6 lbs","Deep muscle penetration with soft vibrating pad to relieve tension and stress,Stimulates local circulation with two speeds to soothe and relax aching muscles ,Sturdy, reliable and maintenance-free",Allegro Medical,LOMILOMI,4
https://www.allegromedical.com/products/lomi-lomi-personal-electric-back-and-body-massager-each/,Lomi-Lomi Personal Electric Back and Body Massager - Each,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/6/_6c_20_lomi-lomi-personal-massager-217127-lomi-personal-massager-217127-product-medium_image.jpg,237 0041,,Allegro Medical,$184.20,"Help relieve your shoulder, neck, back, thigh and foot pain with the , by Allegro Medical. This sturdy, reliable and maintenance-free personal Lomi Lomi hand-held massager has
2 speeds: High (3500 rpm) and Low (2800 rpm). The Lomi Lomi personal massage therapy massager is intended for the entire household and is more economical than the competing electric back and body massagers.,Deep muscle penetration,Relieves tension and stress,Stimulates local circulation,Soothes and relaxes aching muscles,Soft vibrating pad,Vibrating frequencies: 3500 rpm High, 2800 rpm Low,Power source: 120V, 60Hz, 1Amp,10 foot cord,Weight: 6 lbs","Deep muscle penetration with soft vibrating pad to relieve tension and stress,Stimulates local circulation with two speeds to soothe and relax aching muscles ,Sturdy, reliable and maintenance-free",Allegro Medical,LOMILOMI,4
https://www.allegromedical.com/products/lomi-lomi-personal-electric-back-and-body-massager-each/,Lomi-Lomi Personal Electric Back and Body Massager - Each,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/6/_6c_20_lomi-lomi-personal-massager-217127-lomi-personal-massager-217127-product-medium_image.jpg,237 0041,,Allegro Medical,$184.20,"Help relieve your shoulder, neck, back, thigh and foot pain with the , by Allegro Medical. This sturdy, reliable and maintenance-free personal Lomi Lomi hand-held massager has
2 speeds: High (3500 rpm) and Low (2800 rpm). The Lomi Lomi personal massage therapy massager is intended for the entire household and is more economical than the competing electric back and body massagers.,Deep muscle penetration,Relieves tension and stress,Stimulates local circulation,Soothes and relaxes aching muscles,Soft vibrating pad,Vibrating frequencies: 3500 rpm High, 2800 rpm Low,Power source: 120V, 60Hz, 1Amp,10 foot cord,Weight: 6 lbs","Deep muscle penetration with soft vibrating pad to relieve tension and stress,Stimulates local circulation with two speeds to soothe and relax aching muscles ,Sturdy, reliable and maintenance-free",Allegro Medical,LOMILOMI,4
https://www.allegromedical.com/products/prostretch-unilateral/,ProStretch - Unilateral - Each,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/8/_8b_7a_prostretch---unilateral-191740-medium_image.jpg,853 5016,,ProStretch,32.000000,"ProStretch's PT100 Unilateral, unique single stretching system is formulated to stretch and condition the lower leg muscles, tendons and ligaments of each leg individually. With the ProStretch, you can enjoy the benefits of being flexible!,The ProStretch Unilateral Helps:,Recover from workouts faster
,Recover from injuries faster
,Improve athletic performance
,Remove tightness
,Reduce injuries
,ProStretch Testimonials from Professional Sports Organizations,""Flexibility is key to enhance performance and reduce the risk of injury. In all my years as a trainer, I have yet to see a product work so well to increase flexibility in the legs and feet than ProStretch. Since using ProStretch, our players have had less injuries in the lower extremities."",
,Phoenix Suns Professional Basketball Team,
Joe Proski, Head Athletic Trainer,""In our capacity as therapists and trainers for two of the most progressive and well respected surgeons in the world, we are constantly seeking new ways to make rehabilitation and conditioning safer and more effective. The best tool we have found to improve flexibility in the foot, ankle, Achilles tendon and calf muscles for our patients and athletes is the ProStretch."",
,Caremark Sports Center at Vail. Colorado , Steadman/Hawkins Clinic,
Dan Thomas, P.T., S.C.S.,""Achilles tendon stretching is probably the most effective and easiest treatment for plantar fasciitis. The Achilles tendon is usually stretched using an incline board or off the end of a curb. ProStretch helps stretch the plantar fascia, as well as the Achilles tendon more effectively than any other method."",
,Los Angeles Lakers Professional Basketball Team,
Gary Vitti, Head Athletic Trainer,""I have been practicing for over fifteen years in the area of geriatrics as a physical therapist, and I have infrequently found a piece of equipment that is as useful and inexpensive as ProStretch. I strongly recommend the ProStretch for patients who have weakness or limitations in the ankle musculature and I believe that it can be an effective adjunct to traditional physical therapy programs."",
,Physical Therapy Services of Washington, D.C., Inc,
Carole Lewis, PT, MSG, MPA, PhD,""In all my 35 years of training I have seen many pieces of equipment to increase flexibility. From warm-up to cool-down, I have never seen anything more effective
than ProStretch."",
,Philadelphia Eagles Professional Football Team,
Otho Davis, Head Athletic Trainer,""Before ProStretch, I would manually stretch the players calf muscles to keep from cramping. Now, I can get them on the ProStretch which induces a deeper stretch than I could ever achieve by myself."",
,Green Bay Packers Professional Football Team,
Pepper Burrus, Head Athletic Trainer,""As a podiatrist and former competitive runner, I urge anyone who trains on a regular basis to use the ProStretch to help them improve flexibility and avoid injuries."",
,The Children's Hospital, Boston, MA,
Sports Medicine Foundation,
Thomas Vorderer, D.P.M.","For stretching one leg at a time,Good for injury prevention,More effective than manual stretching,Used by many professional athletes",ProStretch,S00020,14
