Year,Make,Model,Trim,Drive
2022,Genesis,G80,Advanced,RWD
2022,Genesis,G80,Prestige,RWD
2022,Genesis,G80,Prestige,AWD
2022,Genesis,GV80,Advanced+,RWD
2022,Genesis,GV80,Advanced+,AWD
2022,Genesis,GV80,Advanced,RWD
2022,Genesis,GV80,Advanced,AWD
2022,Genesis,GV80,Prestige,RWD
2022,Genesis,GV80,Prestige,AWD
2022,Genesis,GV80,Base,AWD
2022,Genesis,GV80,Base,RWD
2022,Genesis,G70,Sport,AWD
2022,Genesis,G70,Launch Edition,RWD
2022,Genesis,G70,Launch Edition,AWD
2022,Genesis,G70,Advanced,AWD
2022,Genesis,G70,Sport Prestige,RWD
2022,Genesis,G70,Sport Prestige,AWD
2022,Genesis,G70,Select,AWD
2022,Genesis,GV70,Sport,AWD
2022,Genesis,G70,Base,RWD
2022,Genesis,G70,Base,AWD
2022,Genesis,G70,Prestige,RWD
2022,Genesis,G70,Prestige,AWD
2022,Genesis,GV70,Sport Prestige,AWD
2022,Genesis,G70,Sport Advanced,RWD
2022,Genesis,G70,Sport Advanced,AWD
2022,Genesis,GV70,Sport Advanced,AWD
2022,Genesis,GV70,Advanced,AWD
2022,Genesis,GV70,Advanced Plus,AWD
2022,Genesis,GV70,Base,AWD
2022,Genesis,GV70,Prestige,AWD
2022,Genesis,GV70,Sport Plus,AWD
2022,Genesis,GV70,Select,AWD
2022,Nissan,LEAF,S Plus,FWD
2022,Nissan,LEAF,SV,FWD
2022,Nissan,Armada,Midnight Edition,RWD
2022,Nissan,Armada,Midnight Edition,AWD
2022,Nissan,Armada,Platinum,RWD
2022,Nissan,Armada,Platinum,AWD
2022,Nissan,Armada,S,RWD
2022,Nissan,Armada,S,AWD
2022,Bentley,Bentayga,S,AWD
2022,Nissan,Armada,SL,RWD
2022,Nissan,Armada,SL,AWD
2022,Bentley,Bentayga,Speed,AWD
2022,Bentley,Flying Spur,Mulliner,AWD
2022,Bentley,Bentayga,Hybrid,AWD
2022,Bentley,Flying Spur,W12,AWD
2022,Bentley,Flying Spur,Hybrid,AWD
2022,Bentley,Continental,GT Speed,AWD
2022,Nissan,Altima,SV,FWD
2022,Nissan,Altima,SV,AWD
2022,Nissan,Altima,SR Midnight Edition,AWD
2022,Nissan,Altima,S,FWD
2022,Nissan,Altima,SE,AWD
2022,Nissan,Altima,SL,FWD
2022,Nissan,Altima,SL,AWD
2022,Nissan,Altima,Platinum,AWD
2022,Nissan,Altima,SR,FWD
2022,Nissan,Altima,SR,AWD
2022,Ford,Transit-250,PTV,RWD
2022,Ford,Transit-250,PTV,AWD
2022,Ford,Transit-250,Base,RWD
2022,Ford,Transit-250,Base,AWD
2022,Ford,F-450 Super Duty Dually,Lariat,RWD
2022,Ford,F-450 Super Duty Dually,Lariat,4WD
2022,Ford,Expedition,Platinum,RWD
2022,Ford,Expedition,Platinum,4WD
2022,Ford,GT,Base,RWD
2022,Ford,Transit-150 Dually,XL,RWD
2022,Ford,Transit-150 Dually,XL,AWD
2022,Ford,Expedition,Max King Ranch,4WD
2022,Ford,Expedition,Max King Ranch,RWD
2022,Ford,F-350 Super Duty,XLT,RWD
2022,Ford,F-350 Super Duty,XLT,4WD
2022,Ford,E-350 Super Duty,Base,RWD
2022,Ford,F-450 Super Duty Dually,XLT,RWD
2022,Ford,F-450 Super Duty Dually,XLT,4WD
2022,Ford,E-Transit,Base,RWD
2022,Ford,Transit-350 HD Dually,XLT,RWD
2022,Ford,Transit-350 HD Dually,XLT,AWD
2022,Ford,Police Interceptor Utility,Base,AWD
2022,Ford,Escape,Titanium Plug-In Hybrid,FWD
2022,Ford,F-350 Super Duty Dually,XLT,RWD
2022,Ford,F-350 Super Duty Dually,XLT,4WD
2022,Ford,Escape,SEL Hybrid,FWD
2022,Ford,Escape,SEL Hybrid,AWD
2022,Ford,EcoSport,S,AWD
2022,Ford,EcoSport,SE,AWD
2022,Ford,Maverick,XLT,FWD
2022,Ford,Maverick,XLT,AWD
2022,Ford,F-350 Super Duty Dually,Limited,4WD
2022,Ford,F-350 Super Duty Dually,XL,RWD
2022,Ford,F-350 Super Duty Dually,XL,4WD
2022,Ford,F-350 Super Duty Dually,Lariat,RWD
2022,Ford,F-350 Super Duty Dually,Lariat,4WD
2022,Ford,EcoSport,SES,AWD
2022,Ford,EcoSport,Titanium,AWD
2022,Ford,F-350 Super Duty Dually,King Ranch,RWD
2022,Ford,F-350 Super Duty Dually,King Ranch,4WD
2022,Ford,F-350 Super Duty Dually,Platinum,RWD
2022,Ford,F-350 Super Duty Dually,Platinum,4WD
2022,Ford,Maverick,XL,FWD
2022,Ford,Maverick,XL,AWD
2022,Ford,Escape,Titanium Hybrid,FWD
2022,Ford,Escape,Titanium Hybrid,AWD
2022,Ford,Maverick,Lariat,FWD
2022,Ford,Maverick,Lariat,AWD
2022,Ford,Escape,SEL,FWD
2022,Ford,Escape,SEL,AWD
2022,Ford,Escape,SEL Plug-In Hybrid,FWD
2022,Ford,Escape,SE Hybrid,FWD
2022,Ford,Escape,SE Hybrid,AWD
2022,Ford,Escape,SE Plug-In Hybrid,FWD
2022,Ford,Escape,S,FWD
2022,Ford,Escape,S,AWD
2022,Ford,Escape,Titanium,AWD
2022,Ford,Escape,SE,FWD
2022,Ford,Escape,SE,AWD
2022,Ford,Transit-350 HD Dually,PTV,RWD
2022,Ford,F-350 Super Duty,Limited,4WD
2022,Ford,Transit-350 HD Dually,Base,AWD
2022,Ford,Transit-350 HD Dually,Base,RWD
2022,Ford,F-350 Super Duty,King Ranch,RWD
2022,Ford,F-350 Super Duty,King Ranch,4WD
2022,Ford,Transit-350 HD Dually,XL,AWD
2022,Ford,Transit-350 HD Dually,XL,RWD
2022,Ford,F-350 Super Duty,XL,RWD
2022,Ford,F-350 Super Duty,XL,4WD
2022,Ford,F-350 Super Duty,Lariat,RWD
2022,Ford,F-350 Super Duty,Lariat,4WD
2022,Ford,F-350 Super Duty,Platinum,RWD
2022,Ford,F-350 Super Duty,Platinum,4WD
2022,Ford,Expedition,Max SSV,RWD
2022,Ford,Expedition,Max SSV,4WD
2022,Ford,Expedition,Max XLT,RWD
2022,Ford,Expedition,Max XLT,4WD
2022,Ford,Expedition,XLT,RWD
2022,Ford,Expedition,XLT,4WD
2022,Ford,Expedition,Max XL,4WD
2022,Ford,Expedition,Max XL,RWD
2022,Ford,Expedition,Limited,RWD
2022,Ford,Expedition,Limited,4WD
2022,Ford,Expedition,SSV,RWD
2022,Ford,Expedition,SSV,4WD
2022,Ford,Expedition,XL,RWD
2022,Ford,Expedition,XL,4WD
2022,Ford,Expedition,Timberline,4WD
2022,Ford,Expedition,Max Platinum,4WD
2022,Ford,Expedition,Max Platinum,RWD
2022,Ford,Bronco Sport,Big Bend,AWD
2022,Ford,Bronco Sport,Badlands,AWD
2022,Ford,Expedition,Max Limited,RWD
2022,Ford,Expedition,Max Limited,4WD
2022,Ford,Bronco Sport,Base,AWD
2022,Ford,Bronco Sport,Outer Banks,AWD
2022,Ford,Transit-150 Dually,PTV,RWD
2022,Ford,Transit-150 Dually,PTV,AWD
2022,Ford,Transit-150 Dually,XLT,RWD
2022,Ford,Transit-150 Dually,XLT,AWD
2022,Ford,F-450 Super Duty Dually,XL,RWD
2022,Ford,F-450 Super Duty Dually,XL,4WD
2022,Ford,F-450 Super Duty Dually,Platinum,RWD
2022,Ford,F-450 Super Duty Dually,Platinum,4WD
2022,Ford,F-450 Super Duty Dually,King Ranch,RWD
2022,Ford,F-450 Super Duty Dually,King Ranch,4WD
2022,Ford,Transit-150 Dually,Base,RWD
2022,Ford,Transit-150 Dually,Base,AWD
2022,Ford,F-450 Super Duty Dually,Limited,4WD
2022,Ford,F-450 Super Duty Dually,Base,RWD
2022,Ford,Transit-350,XLT,RWD
2022,Ford,Transit-350,XLT,AWD
2022,Ford,F-450 Super Duty,XLT,RWD
2022,Ford,F-450 Super Duty,XLT,4WD
2022,Ford,F-450 Super Duty,Platinum,RWD
2022,Ford,F-450 Super Duty,Platinum,4WD
2022,Ford,F-150,King Ranch,RWD
2022,Ford,F-150,King Ranch,4WD
2022,Ford,Mustang Mach-E,Premium,RWD
2022,Ford,Mustang Mach-E,Premium,AWD
2022,Ford,Ranger,XLT,RWD
2022,Ford,Ranger,XLT,4WD
2022,Ford,Mustang Mach-E,GT,AWD
2022,Ford,F-250 Super Duty,XLT,RWD
2022,Ford,F-250 Super Duty,XLT,4WD
2022,Nissan,Frontier,PRO-X,RWD
2022,Nissan,Rogue,S,FWD
2022,Nissan,Rogue,S,AWD
2022,Nissan,Versa,SV,FWD
2022,Nissan,Rogue Sport,S,FWD
2022,Nissan,Rogue Sport,S,AWD
2022,Nissan,Sentra,SR Premium,FWD
2022,Nissan,Qashqai,SL,AWD
2022,Nissan,TITAN XD,S,4WD
2022,Nissan,Qashqai,S,AWD
2022,Nissan,Qashqai,S,FWD
2022,Nissan,Versa,SR,FWD
2022,Nissan,TITAN XD,PRO-4X,4WD
2022,Nissan,Qashqai,SV,FWD
2022,Nissan,Qashqai,SV,AWD
2022,Nissan,TITAN XD,Platinum Reserve,4WD
2022,Nissan,Kicks,SV,FWD
2022,Nissan,Kicks,SR,FWD
2022,Nissan,Sentra,SV,FWD
2022,Nissan,Sentra,S Plus,FWD
2022,Nissan,TITAN XD,SV,4WD
2022,Nissan,Sentra,SR Midnight Edition,FWD
2022,Nissan,Kicks,S,FWD
2022,Nissan,Sentra,S,FWD
2022,Nissan,Rogue Sport,SL,FWD
2022,Nissan,Rogue Sport,SL,AWD
2022,Nissan,Rogue,SV,FWD
2022,Nissan,Rogue,SV,AWD
2022,Nissan,Rogue Sport,SV,FWD
2022,Nissan,Rogue Sport,SV,AWD
2022,Nissan,Sentra,SR,FWD
2022,Nissan,Frontier,S,RWD
2022,Nissan,Frontier,S,4WD
2022,Nissan,Frontier,SV,RWD
2022,Nissan,Frontier,SV,4WD
2022,Nissan,Frontier,PRO-4X,4WD
2022,Nissan,Rogue,SL,FWD
2022,Nissan,Rogue,SL,AWD
2022,Ford,Explorer,Platinum Hybrid,RWD
2022,Ford,Explorer,Platinum Hybrid,AWD
2022,Nissan,Rogue,Platinum,FWD
2022,Nissan,Rogue,Platinum,AWD
2022,Nissan,Versa,S,FWD
2022,Ford,Explorer,XLT,RWD
2022,Ford,Explorer,XLT,AWD
2022,Ford,Explorer,Timberline,AWD
2022,Ford,Explorer,Limited,RWD
2022,Ford,Explorer,Limited,AWD
2022,Ford,Explorer,Base,AWD
2022,Ford,Explorer,Base,RWD
2022,Ford,Explorer,Limited Hybrid,AWD
2022,Ford,Explorer,Limited Hybrid,RWD
2022,Ford,Explorer,ST,AWD
2022,Ford,F-250 Super Duty,XL,RWD
2022,Ford,F-250 Super Duty,XL,4WD
2022,Ford,F-250 Super Duty,Limited,4WD
2022,Ford,F-250 Super Duty,Lariat,RWD
2022,Ford,F-250 Super Duty,Lariat,4WD
2022,Ford,Explorer,Platinum,AWD
2022,Ford,Explorer,Platinum,RWD
2022,Ford,Explorer,ST-Line,RWD
2022,Ford,Explorer,ST-Line,AWD
2022,Ford,F-250 Super Duty,King Ranch,RWD
2022,Ford,F-250 Super Duty,King Ranch,4WD
2022,Ford,F-250 Super Duty,Platinum,4WD
2022,Ford,F-150,XL,RWD
2022,Ford,F-150,XL,4WD
2022,Ford,F-150,Lariat,RWD
2022,Ford,F-150,Lariat,4WD
2022,Ford,F-150,Police Responder,4WD
2022,Ford,F-150,XLT,RWD
2022,Ford,F-150,XLT,4WD
2022,Ford,F-150,Raptor,4WD
2022,Ford,F-150,SSV,RWD
2022,Ford,F-150,SSV,4WD
2022,Ford,F-150,Tremor,4WD
2022,Ford,F-150,Platinum,RWD
2022,Ford,F-150,Platinum,4WD
2022,Ford,Mustang Mach-E,Select,RWD
2022,Ford,Mustang Mach-E,Select,AWD
2022,Ford,F-150,Limited,RWD
2022,Ford,F-150,Limited,4WD
2022,Ford,Ranger,Lariat,RWD
2022,Ford,Ranger,Lariat,4WD
2022,Ford,F-450 Super Duty,Limited,4WD
2022,Ford,Ranger,XL,RWD
2022,Ford,Ranger,XL,4WD
2022,Ford,Mustang Mach-E,California Route 1,RWD
2022,Ford,Mustang Mach-E,California Route 1,AWD
2022,Ford,F-450 Super Duty,XL,RWD
2022,Ford,F-450 Super Duty,XL,4WD
2022,Ford,F-450 Super Duty,King Ranch,RWD
2022,Ford,F-450 Super Duty,King Ranch,4WD
2022,Ford,Transit-350,PTV,RWD
2022,Ford,Transit-350,PTV,AWD
2022,Ford,Explorer,King Ranch,RWD
2022,Ford,Explorer,King Ranch,AWD
2022,Ford,F-450 Super Duty,Base,RWD
2022,Ford,F-450 Super Duty,Lariat,RWD
2022,Ford,F-450 Super Duty,Lariat,4WD
2022,Ford,Transit-350,Base,RWD
2022,Ford,Transit-350,Base,AWD
2022,Ford,Bronco,Big Bend,4WD
2022,Ford,Bronco,Wildtrak,4WD
2022,Ford,Bronco,Everglades,4WD
2022,Ford,Bronco,Black Diamond,4WD
2022,Ford,Bronco,Raptor,4WD
2022,Ford,Bronco,Badlands,4WD
2022,Ford,Bronco,Outer Banks,4WD
2022,Ford,Bronco,Base,4WD
2022,Ford,Transit-350,XL,RWD
2022,Ford,Transit-350,XL,AWD
2018,Porsche,Cayenne,S E-Hybrid,AWD
2018,Porsche,Cayenne,Turbo S,AWD
2018,Porsche,Cayenne,S,AWD
2018,Porsche,Cayenne,Platinum Edition,AWD
2018,Porsche,Cayenne,Turbo,AWD
2018,Porsche,Cayenne,GTS,AWD
2018,Porsche,Cayenne,S E-Hybrid Platinum Edition,AWD
2018,Porsche,Cayenne,Base,AWD
2018,Porsche,Macan,Base,AWD
2022,Nissan,Maxima,SV,FWD
2022,Nissan,Pathfinder,S,FWD
2022,Nissan,Pathfinder,S,AWD
2018,Porsche,Macan,Turbo,AWD
2022,Nissan,Pathfinder,Platinum,FWD
2022,Nissan,Pathfinder,Platinum,AWD
2022,Nissan,Pathfinder,SV,FWD
2022,Nissan,Pathfinder,SV,AWD
2022,Nissan,Maxima,SR,FWD
2022,Nissan,TITAN,SV,RWD
2022,Nissan,TITAN,SV,4WD
2022,Nissan,Maxima,Platinum,FWD
2022,Nissan,Maxima,SL,FWD
2022,Nissan,TITAN,PRO-4X,4WD
2022,Nissan,TITAN,Platinum Reserve,RWD
2022,Nissan,TITAN,Platinum Reserve,4WD
2022,Nissan,Pathfinder,SL,FWD
2022,Nissan,Pathfinder,SL,AWD
2022,Nissan,Pathfinder,SL Premium,AWD
2022,Nissan,Murano,Midnight Edition,FWD
2022,Nissan,Murano,Midnight Edition,AWD
2022,Nissan,TITAN,S,RWD
2022,Nissan,TITAN,S,4WD
2022,Nissan,Murano,SV,AWD
2022,Nissan,Murano,SV,FWD
2022,Nissan,Murano,S,FWD
2022,Nissan,Murano,S,AWD
2022,Nissan,Murano,Platinum,FWD
2022,Nissan,Murano,Platinum,AWD
2018,GMC,Sierra 3500 HD,Denali,RWD
2018,GMC,Sierra 3500 HD,Denali,4WD
2018,Porsche,718 Boxster,Base,RWD
2018,GMC,Sierra 3500 HD,Base,RWD
2018,GMC,Sierra 3500 HD,Base,4WD
2018,GMC,Sierra 3500 HD,SLT,RWD
2018,GMC,Sierra 3500 HD,SLT,4WD
2018,Porsche,718 Boxster,GTS,RWD
2018,GMC,Savana 3500,Base,RWD
2022,Nissan,Murano,SL,FWD
2022,Nissan,Murano,SL,AWD
2018,GMC,Savana 2500,LS,RWD
2022,Ford,Expedition,King Ranch,4WD
2022,Ford,Expedition,King Ranch,RWD
2018,Porsche,Macan,GTS,AWD
2018,GMC,Savana 2500,Base,RWD
2018,GMC,Savana 2500,LT,RWD
2018,GMC,Sierra 1500,SLT,RWD
2018,GMC,Sierra 1500,SLT,4WD
2018,GMC,Yukon XL,Denali,RWD
2018,GMC,Yukon XL,Denali,4WD
2018,GMC,Sierra 1500,Denali,RWD
2018,GMC,Sierra 1500,Denali,4WD
2018,GMC,Sierra 1500,Base,RWD
2018,GMC,Sierra 1500,Base,4WD
2018,GMC,Canyon,All Terrain,4WD
2018,GMC,Canyon,SLT,RWD
2018,GMC,Canyon,SLT,4WD
2018,GMC,Canyon,Base,RWD
2018,GMC,Canyon,Base,4WD
2018,GMC,Yukon XL,SLT,RWD
2018,GMC,Yukon XL,SLT,4WD
2018,GMC,Sierra 2500 HD,Denali,RWD
2018,GMC,Sierra 2500 HD,Denali,4WD
2018,GMC,Canyon,SL,RWD
2018,GMC,Canyon,Denali,RWD
2018,GMC,Canyon,Denali,4WD
2018,GMC,Sierra 3500 HD Dually,Denali,RWD
2018,GMC,Sierra 3500 HD Dually,Denali,4WD
2018,GMC,Sierra 2500 HD,SLT,RWD
2018,GMC,Sierra 2500 HD,SLT,4WD
2018,GMC,Sierra 2500 HD,SLE,RWD
2018,GMC,Sierra 2500 HD,SLE,4WD
2018,GMC,Sierra 3500 HD Dually,Base,RWD
2018,GMC,Sierra 3500 HD Dually,Base,4WD
2018,GMC,Sierra 2500 HD,Base,RWD
2018,GMC,Sierra 2500 HD,Base,4WD
2018,GMC,Sierra 1500,SLE,RWD
2018,GMC,Sierra 1500,SLE,4WD
2022,Lucid,Air,Touring,AWD
2022,Karma,GSe-6,Base,RWD
2022,Alfa Romeo,Giulia,Quadrifoglio,RWD
2022,Mazda,CX-30,GX,AWD
2022,Alfa Romeo,Giulia,Sprint,RWD
2022,Alfa Romeo,Giulia,Sprint,AWD
2022,Bugatti,Divo,Base,AWD
2022,Dodge,Charger,SRT Hellcat Widebody,RWD
2022,Mazda,CX-30,GT,AWD
2018,INFINITI,QX30,Luxury,FWD
2018,INFINITI,QX30,Luxury,AWD
2018,INFINITI,QX30,Premium,FWD
2018,INFINITI,QX30,Premium,AWD
2022,McLaren,Artura,Vision,RWD
2018,Ram,ProMaster City,Tradesman SLT,FWD
2018,Ram,ProMaster 2500,Base,FWD
2022,McLaren,Artura,Performance,RWD
2022,McLaren,Artura,TechLux,RWD
2018,Maserati,GranTurismo,Sport,RWD
2022,McLaren,Artura,Base,RWD
2018,Maserati,GranTurismo,Base,RWD
2018,Maserati,Levante,Base,AWD
2018,Maserati,Levante,S,AWD
2018,Maserati,Ghibli,S,RWD
2018,Maserati,GranTurismo,MC,RWD
2018,Maserati,Ghibli,S Q4,AWD
2018,Maserati,Ghibli,Base,RWD
2018,Ram,ProMaster City,SLT,FWD
2018,Audi,S4,Prestige,AWD
2018,Ram,ProMaster City,Base,FWD
2018,Audi,S4,Progressiv,AWD
2018,Ram,ProMaster City,ST,FWD
2018,Audi,S4,Technik,AWD
2018,Ram,ProMaster City,Tradesman,FWD
2018,Audi,S4,Premium Plus,AWD
2018,Lexus,GS300,Base,RWD
2018,INFINITI,QX30,Base,AWD
2018,INFINITI,QX30,Base,FWD
2018,Chrysler,Pacifica,Touring Plus,FWD
2018,INFINITI,QX30,Sport,FWD
2018,Lexus,GS300,F Sport,RWD
2018,Chrysler,Pacifica,Hybrid Touring Plus,FWD
2018,Chrysler,Pacifica,Touring,FWD
2018,Chrysler,Pacifica,Touring L Plus,FWD
2018,Chrysler,Pacifica,LX,FWD
2018,Chrysler,Pacifica,Hybrid Touring L,FWD
2018,Chrysler,Pacifica,L,FWD
2018,Chrysler,Pacifica,Hybrid Limited,FWD
2018,Chrysler,Pacifica,Limited,FWD
2018,Chrysler,Pacifica,Touring L,FWD
2022,Dodge,Charger,SRT Hellcat Redeye Widebody,RWD
2022,Dodge,Charger,Scat Pack,RWD
2022,Dodge,Charger,SRT Jailbreak,RWD
2022,Dodge,Charger,Scat Pack Widebody,RWD
2022,Dodge,Charger,SXT,RWD
2022,Dodge,Charger,SXT,AWD
2022,Dodge,Charger,Enforcer,RWD
2022,Dodge,Charger,Enforcer,AWD
2022,Dodge,Charger,SRT Hellcat Redeye Widebody Jailbreak,RWD
2022,Dodge,Charger,Pursuit,AWD
2022,Dodge,Charger,Pursuit,RWD
2022,Mazda,CX-30,GS,AWD
2022,Dodge,Charger,Scat Pack 392,RWD
2022,Dodge,Charger,Scat Pack 392 Widebody,RWD
2022,Dodge,Charger,GT,RWD
2022,Dodge,Charger,GT,AWD
2022,Mazda,CX-30,2.5 S Carbon Edition,AWD
2022,Mazda,CX-30,2.5 Turbo,AWD
2022,Hyundai,Palisade,Essential,AWD
2022,Hyundai,Palisade,Essential,FWD
2022,Mazda,CX-30,2.5 S,AWD
2022,Hyundai,Palisade,Limited,FWD
2022,Hyundai,Palisade,Limited,AWD
2022,Hyundai,Palisade,Luxury,AWD
2022,Hyundai,Palisade,Ultimate Calligraphy,AWD
2022,Hyundai,Palisade,Preferred,FWD
2022,Hyundai,Palisade,Preferred,AWD
2022,Hyundai,Palisade,SE,FWD
2022,Hyundai,Palisade,SE,AWD
2022,Hyundai,Palisade,SEL,FWD
2022,Hyundai,Palisade,SEL,AWD
2022,Hyundai,Palisade,Calligraphy,AWD
2022,Alfa Romeo,Giulia,Veloce,RWD
2022,Alfa Romeo,Giulia,Veloce,AWD
2022,Alfa Romeo,Giulia,TI,RWD
2022,Alfa Romeo,Giulia,TI,AWD
2022,Bugatti,Chiron,Base,AWD
2022,Bugatti,Chiron,Pur Sport,AWD
2018,Audi,TTS Quattro,Base,AWD
2018,Maserati,Quattroporte,S Q4,AWD
2018,Audi,Q3,Technik,FWD
2018,Audi,S3,Progressiv,AWD
2018,Audi,A5 Sportback,Progressiv,AWD
2018,Audi,Q3,Premium,FWD
2018,Audi,R8,Spyder,AWD
2018,Audi,A5 Sportback,Premium Plus,AWD
2018,Audi,A3 Quattro,Progressiv,AWD
2018,Audi,RS5,Base,AWD
2018,Audi,A5 Quattro,Technik,AWD
2018,Audi,A5 Sportback,Komfort,AWD
2018,Audi,A4,Progressiv,FWD
2018,Audi,S8,Plus,AWD
2018,Audi,A3 Sportback e-tron,Progressiv,FWD
2018,Audi,A4,Premium,FWD
2018,Audi,A3 Sportback e-tron,Technik,FWD
2018,Audi,S5,Premium Plus,AWD
2018,Audi,S5,Technik,AWD
2018,Audi,S5,Prestige,AWD
2018,Audi,RS7,Performance,AWD
2018,Audi,RS7,Base,AWD
2018,Audi,A4,Prestige,FWD
2018,Audi,A4,Komfort,FWD
2018,Audi,A4,Premium Plus,FWD
2018,Audi,A3 Sportback e-tron,Premium Plus,FWD
2018,Audi,A3 Sportback e-tron,Premium,FWD
2018,Audi,A3 Sportback e-tron,Prestige,FWD
2018,Audi,A5 Quattro,Progressiv,AWD
2018,Audi,A5 Quattro,Premium,AWD
2018,Audi,A5 Quattro,Komfort,AWD
2018,Audi,A5 Quattro,Premium Plus,AWD
2018,Audi,A3 Quattro,Premium,AWD
2018,Audi,A5 Quattro,Prestige,AWD
2018,Audi,R8,Plus,AWD
2018,Audi,A3 Quattro,Komfort,AWD
2018,Audi,A3 Quattro,Prestige,AWD
2018,Audi,TT RS Quattro,Base,AWD
2018,Audi,R8,Plus Spyder,AWD
2018,Audi,R8,Base,AWD
2018,Audi,A3 Quattro,Premium Plus,AWD
2018,Audi,A3 Quattro,Technik,AWD
2018,Audi,A5 Sportback,Premium,AWD
2018,Audi,A5 Sportback,Prestige,AWD
2018,Audi,RS3,Base,AWD
2018,Audi,A5 Sportback,Technik,AWD
2018,Audi,SQ5,Prestige,AWD
2018,Audi,SQ5,Progressiv,AWD
2018,Audi,SQ5,Premium Plus,AWD
2018,Audi,Q3,Premium Plus,FWD
2018,Audi,SQ5,Technik,AWD
2018,Audi,Q3,Komfort,FWD
2018,Audi,Q3,Progressiv,FWD
2018,Audi,S7,Prestige,AWD
2018,Audi,S5,Progressiv,AWD
2018,Audi,R8,RWS,RWD
2018,Audi,S7,Premium Plus,AWD
2018,Audi,S3,Prestige,AWD
2018,Audi,S3,Technik,AWD
2018,Audi,S7,Base,AWD
2018,Maserati,Quattroporte,S,RWD
2018,Maserati,Quattroporte,GTS,RWD
2018,Audi,S3,Premium Plus,AWD
2018,Audi,A4 allroad,Progressiv,AWD
2018,Audi,Q3 Quattro,Technik,AWD
2022,Karma,GS-6,Sport,RWD
2022,Karma,GS-6,Luxury,RWD
2018,Audi,A4 allroad,Premium Plus,AWD
2018,Audi,Q3 Quattro,Premium,AWD
2018,Audi,A8 Quattro,L Sport,AWD
2018,Audi,S6,Prestige,AWD
2018,Audi,Q7,Premium Plus,AWD
2018,Audi,A8 Quattro,L,AWD
2018,Audi,Q5,Progressiv,AWD
2018,Audi,Q5,Premium Plus,AWD
2018,Audi,Q7,Progressiv,AWD
2018,Audi,A6 Quattro,Sport,AWD
2018,Audi,A3,Progressiv,FWD
2018,Audi,A3,Prestige,FWD
2018,Audi,A3,Premium Plus,FWD
2018,Audi,TT Quattro,Base,AWD
2018,Audi,A3,Komfort,FWD
2018,Audi,A7 Quattro,Prestige,AWD
2018,Audi,A3,Premium,FWD
2018,Audi,A7 Quattro,Premium Plus,AWD
2018,Audi,A7 Quattro,Technik,AWD
2018,Audi,A6 Quattro,Technik,AWD
2018,Audi,A6 Quattro,Premium,AWD
2018,Audi,A6 Quattro,Prestige,AWD
2018,Audi,A6 Quattro,Premium Plus,AWD
2018,Audi,A7 Quattro,Progressiv,AWD
2018,Audi,Q7,Prestige,AWD
2018,Audi,Q7,Premium,AWD
2018,Audi,A4 Quattro,Komfort,AWD
2018,Audi,Q7,Komfort,AWD
2018,Audi,A4 Quattro,Premium Plus,AWD
2018,Audi,Q7,Technik,AWD
2018,Audi,A4 Quattro,Progressiv,AWD
2018,Audi,A4 Quattro,Prestige,AWD
2018,Audi,A4 Quattro,Technik,AWD
2018,Audi,S5 Sportback,Premium Plus,AWD
2018,Audi,A8 Quattro,Base,AWD
2018,Audi,S5 Sportback,Technik,AWD
2018,Audi,S5 Sportback,Prestige,AWD
2018,Audi,A4 Quattro,Premium,AWD
2018,Audi,Q5,Komfort,AWD
2018,Audi,Q5,Premium,AWD
2018,Audi,S6,Premium Plus,AWD
2018,Audi,Q5,Prestige,AWD
2018,Audi,Q5,Technik,AWD
2018,Audi,S6,Base,AWD
2018,Audi,S5 Sportback,Progressiv,AWD
2018,Audi,A6,Premium Plus,FWD
2018,Audi,A6,Premium,FWD
2018,Audi,A6,Sport,FWD
2018,Audi,Q3 Quattro,Premium Plus,AWD
2018,Audi,Q3 Quattro,Progressiv,AWD
2018,Audi,Q3 Quattro,Komfort,AWD
2018,Audi,A4 allroad,Komfort,AWD
2018,Audi,A4 allroad,Technik,AWD
2018,Audi,A4 allroad,Premium,AWD
2022,Lucid,Air,Grand Touring,AWD
2022,Karma,GS-6,Base,RWD
2022,Lucid,Air,Dream Edition Performance,AWD
2018,Audi,A4 allroad,Prestige,AWD
2022,Lucid,Air,Dream Edition Range,AWD
2018,Audi,A6 Quattro,Progressiv,AWD
2022,Lucid,Air,Pure,RWD
2018,Ram,3500 Dually,Big Horn,RWD
2018,Ram,3500 Dually,Big Horn,4WD
2018,Ram,3500 Dually,Limited,RWD
2018,Ram,3500 Dually,Limited,4WD
2018,Ram,1500,Big Horn,RWD
2018,Ram,1500,Big Horn,4WD
2018,Ram,4500,Base,RWD
2018,Ram,ProMaster 1500,Base,FWD
2018,Ram,ProMaster 3500,Base,FWD
2018,Ram,3500 Dually,Laramie,RWD
2018,Ram,3500 Dually,Laramie,4WD
2018,Ram,3500 Dually,Laramie Longhorn,RWD
2018,Ram,3500 Dually,Laramie Longhorn,4WD
2018,Ram,2500,Tradesman,RWD
2018,Ram,2500,Tradesman,4WD
2022,McLaren,720S,Base,RWD
2022,McLaren,GT,Base,RWD
2022,McLaren,720S,Spider,RWD
2022,McLaren,765LT,Base,RWD
2018,Lexus,ES350,Base,FWD
2018,Lexus,ES300h,Base,FWD
2018,Lexus,IS300,F Sport,RWD
2018,Lexus,IS300,F Sport,AWD
