Ser,Job Title,Location,Country,Job Time type,Start Date,Job Req ID,Job Description
124,Dental Assistant - Riverside Family Dentistry,"Ottawa, Ontario",Canada,Full time,2023-08-15,JR7563,"About Us:At Riverside Family Dentistry, we are committed to providing excellent dental care in a comfortable and relaxed setting. We provide comprehensive dental services while considering the unique needs of each individual patient. We take the time to learn about your specific concerns, so we can create an individualized treatment plan that meets your needs.We pride ourselves on providing quality dental care and 4.9 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning and innovative technology. Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.www.riversidefamilydentistry.com Schedule:Monday and Friday 9:00am - 5:00pmWednesday and Thursday 8:00am - 4:00pmBenefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsUniform allowance, birthday bonus, vacation and paid sick days providedResponsibilities:Clinical chairside assisting duties including knowledge of instrumentationEstablish strong patient relationships while maintaining ethical professional behaviourPrepare treatment room in accordance with infection control and practice protocols for each patientThorough understanding of practice health and safety requirementsAbout You:Registered and/or certified as a Dental Assistant with your Provincial regulatory body or associationPrevious dental assisting experience is preferredCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
139,Dental Assistant- Lake of the Woods Dental Health Centre,"Kenora, Ontario",Canada,Full time,2023-08-16,JR7531,"About us: At Lake of the Woods Dental Health our commitment is to apply our dental knowledge and skills in a caring and gentle way to achieve and maintain a healthy beautiful smile for our patients. Dr. Mike Christensen is a practicing dentist for almost 30 years; thus, we have been serving Kenora the communities for many years. We are proud to receive 5.0 stars rating in google reviews, exceeding excellence through exceptional patient service, continuous learning and innovative technology. Our practice offers a complete range of dental services, including general dentistry, oral surgery, gum therapy, TMJ treatment, cosmetic treatments, and dental care for children&#39;s unique needs. Our team of dentists, support team – hygienists, dental assistants together bring extensive experience and passionately dedicated to providing quality dental care and believe in continuously furthering in education.Working within our network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians, while having greater access to the most advanced treatment technologies and training &amp; development.https://www.lakeofthewoodsdentalhealth.ca/site/homeSchedule:  Monday-Thursday 8am-4pm, Fridays 8am-12pm, No weekends!30 minute paid lunchUniform allowanceParkingBenefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsResponsibilities:Clinical chairside assisting duties including knowledge of instrumentationEstablish strong patient relationships while maintaining ethical professional behaviourPrepare treatment room in accordance with infection control and practice protocols for each patientThorough understanding of practice health and safety requirementsAbout You:Registered and/or certified as a Dental Assistant with your Provincial regulatory body or associationPrevious dental assisting experience is preferredCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
140,"Dental Administrator - Mayflower Dental Group, Sydney","Sydney, Nova Scotia",Canada,Full time,2023-08-29,JR7911,"About us: Mayflower Dental Group has six convenient dentist offices in Sydney, Sydney River, Sydney Mines, North Sydney and Glace Bay to serve our clients.Our dentists, Dr. Chris Baker, Dr. Michael Bungay, Dr. Curtis White, Dr Jordan MacKenzie and Dr. Chris Law, are committed to caring for your oral health.  We provide family- and child-focused dental care, general dentistry, root canals and extractions, and an extensive range of other services to help create and maintain healthy smiles for our patients.We pride ourselves on providing quality dental care and 4.9 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.  Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.Our practice is conveniently located on Grand Lake Road. We love our community and have been passionately serving our community for years.www.mayflowersydney.comSchedule:30-40 hours per week Flexible ScheduleBenefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patients$200.00 uniform allowance per yearResponsibilities:Greet and assist patients as they arrive; ensure a lasting positive impression for themResponsible for optimizing the appointment schedule by ensuring the day is full, with limited gapsEffectively manage recall system and accurately maintain patient databaseManage patient calls and inquiries about appointments, confirmations, amendments and cancellationsProcess referral letters and other patient correspondence upon receipt from provider; manage and file all patient records and chartsAbout You:Minimum 1 year of administration experienceClinical background and experience with dental software programs considered an assetCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
138,Restorative Dental Hygienist - Dawson Dental Newmarket & Scarborough,"Scarborough, Ontario",Canada,Full time,2023-09-13,JR6705,"About Us:At Dawson Dental, you will be working alongside a talented, driven, and dedicated team that works like a family. Dawson Dental strives to provide the highest level of patient care. Some of the services provided are Dental Implants, Invisalign, Sleep and Sedation Dentistry, Kids Dentistry and General Dentistry.Additionally, through working within our network of clinics, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to advanced treatment technologies and training &amp; development, and support.https://dawsondental.ca/locations/scarborough-dentist/Schedule: ​Full-Time Traveling between Newmarket and ScarboroughBenefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsResponsibilities:Appropriately assess, plan, implement and evaluate services for patient carePerform all aspects of clinical preventative hygiene services including scaling, root planning, polishing, topical fluoride, pit and fissure sealants and whitening to patientsServe as an oral health educator by introducing new preventative techniques and counsellingEstablish and retain patient loyalty by delivering a tailored experience based on the patients’ expectations, while consistently maintaining ethical and professional behaviourAbout You:Successful completion of a Dental Hygiene Diploma or Hygiene Degree programRegistered as a Dental Hygienists and in good standing with provincial licensing requirementsCompletion of a Restorative Hygiene Program recognized by the CDHORestorative dental hygiene experience is requiredValid CPR certificationCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
121,Registered Dental Hygienist - Kingswood Dentistry,"Barrie, Ontario",Canada,Part time,2023-09-12,JR8132,"About Us:Kingswood Dentistry has been serving families through Barrie and the surrounding areas since we opened our clinic in 2001. We specialize in general, cosmetic and implant dentistry, and our doctors are certified providers of Invisalign® invisible braces.Our goal is to help you to attain good dental health and an attractive smile through education and professional treatments. We offer a full range of dental services for patients of all ages, from toddlers to seniors and everyone in between. We pride ourselves on providing quality dental care and 4.4 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Additionally, through working within our network of clinics, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.http://kingswooddentistry.ca/Schedule: Part-time &amp; Full-time Opportunities AvailableMonday, Tuesday &amp; Wednesday (10:00-7:00)Thursday (9:00-6:00)Friday (9:00-3:00) - alternatingSaturday (9:00-4:00) - alternatingWe are open to accommodating your availability, apply today and let&#39;s discuss a schedule that works for you!  Benefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsResponsibilities:Appropriately assess, plan, implement and evaluate services for patient carePerform all aspects of clinical preventative hygiene services including scaling, root planning, polishing, topical fluoride, pit and fissure sealants and whitening to patientsServe as an oral health educator by introducing new preventative techniques and counsellingEstablish and retain patient loyalty by delivering a tailored experience based on the patients’ expectations, while consistently maintaining ethical and professional behaviour.About You:Successful completion of a Dental Hygiene Diploma or Hygiene Degree programRegistered as a Dental Hygienists and in good standing with provincial licensing requirementsValid CPR certificationCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
150,Practice Manager,"Fernie, British Columbia",Canada,Full time,2023-09-13,JR8276,"About us:  Mountain View Dental is a family friendly dentist located in beautiful Fernie, BC!At Mountain View Dental Centre, we believe that every person deserves the opportunity to achieve a lifetime of excellent oral health which is why we reserve time to provide comprehensive, personalized evaluations for our new patients through thorough examinations of each patient.We pride ourselves on providing quality dental care and 4.9 on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies, training &amp; development, and support.Schedule: Full time. Monday to FridayBenefits of Joining Our Team:Competitive compensationHealth and Dental Benefits provided!Total rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsKey Responsibilities:Operational Planning &amp; ExecutionBuild and execute plans to improve daily operations of the practice ensuring maximum productivity, operational excellence and develop strategies to increase organic patient growth.Constantly review clinic environment and key business indicators to identify problems, concerns, and opportunities for improvement to provide coaching and direction to team.Compliance &amp; Patient SafetyPartner with Compliance, DC Institute and Human Resources to ensure the clinic is fully compliant and meets the provincial health regulation standards.Manage and oversee all compliance programs within the practice, while leading by example to ensure patient safety is a top priority.Work in accordance with the practice’s Health and Safety Policies and Procedures and in compliance with applicable provincial legislation.LeadershipLead, coach and motivate the team to improve productivity, engagement and retention of patients.Drive the implementation of company programs, policies and procedures by supporting action plans and directly motivating the team to meet operational and company objectives.Support recruitment efforts to interview dental professionals and assess for best fit.Manage and analyze daily staffing costs and payroll administration; oversee accounts receivable process.About You:University or College Diploma in business or office administration3-5 years experience in either a clinical setting, retail sales or customer service environmentExperience in a supervisory or management role contributing to business operations including staff scheduling, finances, inventory and people managementStrong business acumen and extensive experience in budgeting and forecastingExperience with dental software systems and Microsoft Office is preferredStrong commitment to maintaining health regulation and operational standardsWillingness to work varied hours to align with business needsCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
155,Assistante Dentaire - Centre Dentaire Île-Perrot,"L'ile-Perrot, Quebec",Canada,Full time,2023-08-18,JR7693,"À propos de nous: Depuis plus de 10 ans, le Centre dentaire Île Perrot (CDIP) est dédié à votre santé bucco-dentaire. Il regroupe sous un même toit tous les services de dentisterie afin de vous accompagner, votre famille et vous, tout au long de votre vie. Son équipe attentionnée est à l’écoute de vos besoins et de vos préoccupations. À l’affût des nouvelles techniques et façons de faire, des plus récentes tendances et des technologies de pointe en dentisterie, le CDIP est en mesure de vous informer et de bien vous conseiller quant aux traitements qui vous concernent.Horaire: Temps plein, du lundi au jeudi.L’opportunité:Nous recherchons à embaucher un(e) assistante dentaire pour se joindre à notre équipe et clinique dentaire bien établie. Vous aurez l&#39;opportunité de travailler aux côtés et d’apprendre d’une solide équipe de professionnels dentaires.De quoi vous bénéficierez:Une rémunération compétitive;75% de rabais sur les soins dentaires;Un ensemble de bénéfices qui offre des réductions sur de nombreux services et activités, y compris un programme exclusif pour les abonnements aux gymnases de l&#39;entreprise ; des taux réduits sur les assurances résidentielle et automobile ; un accès illimité à une variété de divertissements, d&#39;hôtels, de produits et de services à prix réduits et bien plus encore!Programme d&#39;aide aux employés et à leur famille qui met les membres de l&#39;équipe et leur famille en contact avec des services gratuits, confidentiels et de conseil à court terme;Développement de carrière pour évoluer en tant que professionnel dentaire selon votre propre plan de carrière, y compris l&#39;accès à une formation continue;Participation à des événements sociaux et de formation continue pour créer un réseau de professionnels dentaires dans votre communauté;Équilibre et flexibilité entre vie professionnelle et vie privée;Accès à une technologie moderne pour fournir des soins dentaires optimaux aux patients.Responsabilités:Fonctions d&#39;assistance clinique au fauteuil, y compris la connaissance de l&#39;instrumentation;Établir de solides relations avec les patients tout en maintenant un comportement professionnel éthique;Nettoie et prépare la salle de traitement conformément aux protocoles de contrôle des infections et de pratique pour chaque patient;Compréhension détaillée des exigences de santé et de sécurité de la pratique.Exigences:Diplôme d’études professionnelles en Assistance Dentaire;Une expérience antérieure de travail comme assistante dentaire est un atout important;Maîtrise du fran¸çais et de l&#39;anglais.Les candidats doivent être légalement admissibles à travailler au Canada. Nous remercions tous les candidats, mais seuls les candidats qualifiés seront contactés. Les candidats handicapés qui ont besoins d’aménagements raisonnables pour toute partie du processus d’embauche peuvent contacter notre équipe de talent au 416-558-3883. Des aménagements raisonnables seront déterminés cas par cas et votre demande sera traitée dans les plus brefs délais."
149,Practice Manager - Family Dental Care Spruceland,"Prince George, British Columbia",Canada,Full time,2023-08-30,JR7936,"About us:  Family Dental Care provides exceptional family and cosmetic dentistry services in a safe, comfortable environment. Our team of general dentists, specialists and dental care staff are highly regarded in their field, bring extensive experience to provide all patients with the highest quality of dental care services available in the Northern British Columbia area.The team is passionately dedicated to continuous improvement and continually upgrading the knowledge and skills which contribute to our patient&#39;s ongoing oral health. We pride ourselves on providing quality dental care and 4.9 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning and innovative technology.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.Our practice is conveniently located in the Spruceland Mall, at Highway 25 and 5th Avenue.https://www.fdcpg.ca/site/contact-spruceland-dentistSchedule: Full TimeBenefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsKey Responsibilities:Operational Planning &amp; ExecutionBuild and execute plans to improve daily operations of the practice ensuring maximum productivity, operational excellence and develop strategies to increase organic patient growth.Constantly review clinic environment and key business indicators to identify problems, concerns, and opportunities for improvement to provide coaching and direction to team.Compliance &amp; Patient SafetyPartner with Compliance, DC Institute and Human Resources to ensure the clinic is fully compliant and meets the provincial health regulation standards.Manage and oversee all compliance programs within the practice, while leading by example to ensure patient safety is a top priority.Work in accordance with the practice’s Health and Safety Policies and Procedures and in compliance with applicable provincial legislation.LeadershipLead, coach and motivate the team to improve productivity, engagement and retention of patients.Drive the implementation of company programs, policies and procedures by supporting action plans and directly motivating the team to meet operational and company objectives.Support recruitment efforts to interview dental professionals and assess for best fit.Manage and analyze daily staffing costs and payroll administration; oversee accounts receivable process.About You:University or College Diploma in business or office administration3-5 years experience in either a clinical setting, retail sales or customer service environmentExperience in a supervisory or management role contributing to business operations including staff scheduling, finances, inventory and people managementStrong business acumen and extensive experience in budgeting and forecastingExperience with dental software systems and Microsoft Office is preferredStrong commitment to maintaining health regulation and operational standardsWillingness to work varied hours to align with business needsCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
153,Secrétaire Dentaire - Centre Dentaire Île-Perrot,"L'ile-Perrot, Quebec",Canada,Full time,2023-09-07,JR7692,"À propos de nous:Depuis plus de 10 ans, le Centre dentaire Île Perrot (CDIP) est dédié à votre santé bucco-dentaire. Il regroupe sous un même toit tous les services de dentisterie afin de vous accompagner, votre famille et vous, tout au long de votre vie. Son équipe attentionnée est à l’écoute de vos besoins et de vos préoccupations. À l’affût des nouvelles techniques et façons de faire, des plus récentes tendances et des technologies de pointe en dentisterie, le CDIP est en mesure de vous informer et de bien vous conseiller quant aux traitements qui vous concernent.Horaire: Temps plein, 4 jours par semaine.L’opportunité:Nous recherchons à embaucher un(e) secrétaire dentaire pour se joindre à notre équipe et clinique dentaire bien établie.Le candidat retenu aura la passion de bâtir de solides relations avec les patients et de contribuer à leur santé buccodentaire continue. En tant que secrétaire dentaire, vous aurez l&#39;opportunité de travailler aux côtés d&#39;une solide équipe de professionnels dentaires, d&#39;apprendre du dentiste principal et d&#39;avoir accès à une formation continue en ligne.Avantages de faire partie de notre équipe :Une rémunération compétitive;75% de rabais sur les soins dentaires;Un ensemble de bénéfices qui offre des réductions sur de nombreux services et activités, y compris un programme exclusif pour les abonnements aux gymnases de l&#39;entreprise ; des taux réduits sur les assurances résidentielle et automobile ; un accès illimité à une variété de divertissements, d&#39;hôtels, de produits et de services à prix réduits et bien plus encore;Programme d&#39;aide aux employés et à leur famille qui met les membres de l&#39;équipe et leur famille en contact avec des services gratuits, confidentiels et de conseil à court terme;Développement de carrière pour évoluer en tant que professionnel dentaire selon votre propre plan de carrière, y compris l&#39;accès à une formation continue;Participation à des événements sociaux et de formation continue pour créer un réseau de professionnels dentaires dans votre communauté;Équilibre et flexibilité entre vie professionnelle et vie privée;Accès à une technologie moderne pour fournir des soins dentaires optimaux aux patients.Responsabilités:Accueillir, assister les patients et s’assurer de leur laisser une impression positive durable.Responsable pour l’optimisation du carnet de rendez-vous en s’assurant que la journée est complète avec des périodes creuses limitées.Gestion efficace du système de rappel et bonne tenue de la base de données des patients.Gestion des appels des patients, des demandes de rendez-vous, des confirmations, des modifications et des annulations.Traiter les lettres de recommandation et toute autre correspondance du patient dès réception.Gérer et classer tous les dossiers des patients.À propos de vous:Minimum 1 an d’expérience en tant que Réceptionniste ou Secrétaire dentaire.Expérience avec les logiciels dentaires tel que Dentitek sans papiers considéré comme un atout.Bilinguisme français et anglais considéré comme un atout important.Nous remercions tous les candidats, mais seuls les candidats qualifiés seront contactés. Les candidats handicapés qui ont besoin d’aménagements raisonnables pour n’importe quelle partie du processus d’embauche peuvent contacter notre équipe de talents. Des aménagements raisonnables seront déterminés cas par cas et votre demande sera traitée dans les plus brefs délais.#LI-TJ1"
156,Hygiéniste Dentaire - Clinique Dentaire Rouleau Gagnon,"Sherbrooke, Quebec",Canada,Full time,2023-07-28,JR7367,"À propos de nous:À la Clinique dentaire Rouleau-Gagnon, nos dentistes s&#39;engagent à offrir une dentisterie familiale complète aux patients de Sherbrooke. La formation de notre personnel est primordiale pour offrir un service hors du commun. Nous souhaitons que nos patients se sentent en confiance avec notre équipe de professionnels dévoués. Horaire: Temps plein, 4 jours incluant une soirée.L’opportunité:Nous sommes à la recherche d’un(e) hygiéniste dentaire pour se joindre à notre équipe. Le ou la candidat(e) retenu(e) aura une passion pour nouer des relations fortes avec les patients et contribuer à la réussite de notre clinique dentaire.De quoi vous bénéficierez:Une rémunération compétitive.Un ensemble de bénéfices qui offre des réductions sur de nombreux services et activités, y compris un programme exclusif pour les abonnements aux gymnases de l&#39;entreprise ; des taux réduits sur les assurances résidentielle et automobile ; un accès illimité à une variété de divertissements, d&#39;hôtels, de produits et de services à prix réduits et bien plus encore!Programme d&#39;aide aux employés et à leur famille qui met les membres de l&#39;équipe et leur famille en contact avec des services gratuits, confidentiels et de conseil à court terme.Développement de carrière pour évoluer en tant que professionnel dentaire selon votre propre plan de carrière, y compris l&#39;accès à une formation continue.Participation à des événements sociaux et de formation continue pour créer un réseau de professionnels dentaires dans votre communauté.Équilibre et flexibilité entre vie professionnelle et vie privéeAccès à une technologie moderne pour fournir des soins dentaires optimaux aux patients.Responsabilités:Évaluer, planifier et mettre en œuvre de façon appropriée les services de soins aux patientsEffectuer tous les services d’hygiène clinique préventive auprès des patients, notamment le détartrage, le surfaçage, le polissage, l’application du fluorure topique, la pose de scellant de puits et de fissures et le blanchiment des dents.Être un éducateur de la santé bucco-dentaire en introduisant de nouvelles techniques de prévention et de conseil.Fournir une expérience-patient constante pendant les visites d’hygiène dentaireÉtablir des relations solides avec le patient tout en maintenant un comportement professionnel éthiqueFidéliser le patient en lui offrant une expérience sur mesure répondant à ses attentesFaire preuve d’écoute et d’empathie envers le patient en utilisant des techniques de communication efficaces.Exigences:Être titulaire d’un diplôme d’hygiène dentaire ou d’un diplôme d’hygièneÊtre inscrit(e) et/ou avoir une autorisation en règle d&#39;un organisme approprié de réglementation en hygiène dentaire d&#39;une provinceÊtre titulaire d’une certification RCR valide Les candidats doivent être légalement admissibles à travailler au Canada. Nous remercions tous les candidats, mais seuls les candidats qualifiés seront contactés. Les candidats handicapés qui ont besoins d’aménagements raisonnables pour toute partie du processus d’embauche peuvent contacter notre équipe de talent au 416-558-3883. Des aménagements raisonnables seront déterminés cas par cas et votre demande sera traitée dans les plus brefs délais."
151,Practice Manager - Carrington Dental Centre,"Westbank, British Columbia",Canada,Full time,2023-09-06,JR8051,"About Us:  Carrington Dental is a collaborative dental team, working together to provide comprehensive care to our patients since 1998. Our goal is to provide our patients with treatment plans showing different options, while helping them choose what is best for them with excellent communication and education. We excel in providing the highest-class customer service and patient care, and believe in building positive, long-term relationships with patients and staff  in a modern, comfortable, fun and welcoming environment.Our team of four dentists have extensive experience in dentistry and are passionately dedicated to continuing education, regularly attending courses and earning certifications to ensure they provide the most up-to-date dentistry. We utilize new technology such as digital radiography, computerized charting and iTero digital impression scanner to support various treatment plans.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.https://www.carringtondental.ca/site/homeSchedule: Monday-Friday 8:00am-5:00pmBenefits of Joining Our TeamEstablished dental practice providing excellent care since 1998You get your own office with a viewCompetitive compensationSupport from existing principal dentist, previous office manager, lead dental admin, lead CDA and lead dental hygienist to help with systems, communication and team leadershipTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsKey Responsibilities:Operational Planning &amp; ExecutionBuild and execute plans to improve daily operations of the practice ensuring maximum productivity, operational excellence and develop strategies to increase organic patient growth.Constantly review clinic environment and key business indicators to identify problems, concerns, and opportunities for improvement to provide coaching and direction to team.Compliance &amp; Patient SafetyPartner with Compliance, DC Institute and Human Resources to ensure the clinic is fully compliant and meets the provincial health regulation standards.Manage and oversee all compliance programs within the practice, while leading by example to ensure patient safety is a top priority.Work in accordance with the practice’s Health and Safety Policies and Procedures and in compliance with applicable provincial legislation.LeadershipLead, coach and motivate the team to improve productivity, engagement and retention of patients.Drive the implementation of company programs, policies and procedures by supporting action plans and directly motivating the team to meet operational and company objectives.Support recruitment efforts to interview dental professionals and assess for best fit.Manage and analyze daily staffing costs and payroll administration; oversee accounts receivable process.About You:University or College Diploma in business or office administration2-3 years of dental office management experienceExperience in a supervisory or management role contributing to business operations including staff scheduling, finances, inventory and people managementStrong business acumen and extensive experience in budgeting and forecastingExperience with dental software systems and Microsoft Office is preferred (Cleardent software, Recall Max recall program, and Workday payroll program)Strong commitment to maintaining health regulation and operational standardsWillingness to work varied hours to align with business needsCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
