Title,Date,Content,Img_url,Detail_URL
The Belgian Ministry of Finance announces extentions on filing due dates for tax returns and additional payment facilities,18/03/2020,"<div class=""article-header__content rich-text"">
<h3><strong><em><span>The Belgian Ministry of Finance announces extentions on filing due dates for tax returns and additional payment facilities (18/03/2020)</span></em></strong></h3>
<span>Companies experiencing financial difficulties due to the spread of the coronavirus (COVID-19) have already been able to request support measures from the Belgian tax authorities. The federal government has now taken additional measures to create additional financial relief for businesses and entrepreneurs with a view to mitigate the financial consequences of the virus as much as possible</span>
<ol>
<li><strong><span>Extension for submitting corporate income tax, legal entities tax and non-resident corporate income tax returns with limit date from March 16 to April 30, 2020</span></strong>
<p><span>The taxpayers are given additional time until midnight on Thursday, April 30, 2020 for filing corporate income tax, legal entities tax and non-resident corporate income tax returns. This additional period only applies to declarations with a final submission date from March 16 to April 30, 2020.</span></p>
</li>
<p> </p>
<li><strong><span>Extension for submitting VAT declarations</span></strong></li>
<p> </p>
<span style=""text-decoration: underline;"">A. PERIODICAL VAT RETURNS</span>
<p> </p>
</ol><ul>
<li><span>VAT return for February 2020, filing due date extended until 6 April 2020</span></li>
<li><span>VAT return for March 2020, filing due date extended until 7 May 2020</span></li>
<li><span>VAT return for the first quarter 2020, filing due date extended until 7 May 2020</span></li>
</ul>
<p><span>Start-ups or license holders of a monthly VAT refund license who receive a monthly refund of their VAT credit are also <strong>granted an extension</strong> for submitting VAT declarations, but <strong>only until the 24th of the month following the reporting period</strong>.</span></p>
<p> </p>
<span style=""text-decoration: underline;"">B. INTRACOMMUNITY SALES LISTINGS</span>
<p> </p>
<ul>
<li><span>Intra-Community Sales Listing for February 2020, filing due date extended until 6 April 2020</span></li>
<li><span>Intra-Community Sales Listing for March 2020, filing due date extended until 7 May 2020</span></li>
<li><span>Intra-Community Sales Listing for the first quarter 2020, filing due date extended until 7 May 2020</span></li>
</ul>
<p> </p>
<span style=""text-decoration: underline;"">C. ANNUAL CLIENT LISTING</span>
<p> </p>
<ul>
<li><span>Filing due date extended until <strong>April</strong> <strong><span>30, 2020</span></strong></span><strong></strong></li>
<li><span>If the taxable person has ceased its activity: at the latest at the end of the 4th month after the cessation of his VAT taxable economic activity.</span></li>
</ul>
<p> </p>
<li><strong><span>Payment of VAT and withholding tax on salaries</span></strong>
<p><span>An automatic deferment of two months for VAT and withholding tax on salaries without assessment of any fines or interest.</span></p>
<p><span>This delay applies for:</span></p>
</li>
<p> </p>
<span style=""text-decoration: underline;"">A. VAT</span>
<p> </p>
<ul>
<li><span>Payment for February 2020, due date extended until 20 May 2020</span></li>
<li><span>Payment for March 2020, due date extended until 20 June 2020</span></li>
<li><span>Payment for the first quarter 2020, due date extended until 20 June 2020</span></li>
</ul>
<p> </p>
<span style=""text-decoration: underline;"">B. WITHHOLDING TAX ON SALARIES</span>
<p> </p>
<ul>
<li><span>Payment for February 2020, due date extended until 13 May 2020</span></li>
<li><span>Payment for March 2020, due date extended until 15 June 2020</span></li>
<li><span>Payment for the first quarter 2020, due date extended until 15 June 2020</span></li>
</ul>
<p> </p>
<li><strong><span>Payment of Personal Income Tax and Corporate Income Tax</span></strong></li>
<p> </p>
<p><span>For the payment of both personal income tax and corporate income tax, legal entities tax and non-resident corporate income tax, an automatic extention period of 2 months will be granted, in addition to the normal payment term and without assessment of any fines or interest. This measure applies to the settlement of these taxes for tax year 2019, assessed as from 12 March 2020.</span></p>
<p><span>Payment of personal and corporate tax debts, including those assessed before 12 March 2020, is subject to the announced support measures and additional payment terms, exemption from late payment interest and / or remission of fines for late payment, upon request.</span></p>

<span>Please liaise with your Crowe contacts if you have any questions regarding the above measures. In addition, we would be pleased to assist you with the submission of an application in the context of the previously announced support measures about which we previously informed you.</span>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/content-images/left-to-right/ch-asset-511318774_l2r_lg.jpg?h=313&iar=0&w=556&rev=-1&hash=220D0D28539F9962A75603E54E7A8DEA,https://www.crowe.com/be/spark/insights/uitstel-van-indiening-van-fiscale-aangiften
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Due date for 2018 corporate tax prepayments is December 20!,12/11/2018,"<div class=""article-header__content rich-text"">
<p style=""margin: 0cm 0cm 8pt;""><span>As you probably know, in the context of the corporate tax reform a number of changes have been made to the system of advance tax payments which apply as from <span style=""text-decoration: underline;"">tax year 2019</span> for <span style=""text-decoration: underline;"">financial years starting from 1 January 2018.</span> </span></p>
<p style=""margin: 0cm 0cm 8pt;""><span>Not only was the minimum percentage of the increase raised from 2.25% to <span style=""text-decoration: underline;"">6.75%</span>, but also the de minimis rules were abolished (no increase due if it is less than 0.5% of the tax on which it is calculated or EUR 50). </span></p>
<p style=""margin: 0cm 0cm 8pt;""><span>In practice, this means that, on a taxable basis, an <span style=""text-decoration: underline;"">increase </span>will <span style=""text-decoration: underline;"">always</span> apply. </span></p>
<p style=""margin: 0cm 0cm 8pt;""><span>There has been no change as to the dates on which the advance tax payments must be made. These are still 10 April, 10 July, 10 October and <strong>20 December 2018</strong> (for financial years per calendar year). </span></p>
<p style=""margin: 0cm 0cm 8pt;""><span>With an increase rate of 6.75%, the benefits associated with advance payments are 9%, 7.5%, 6% and 4.5%. </span></p>
<p style=""margin: 0cm 0cm 8pt;""><span>Start-up SME companies (art 15 Company code) remain exempt during the first 3 accounting years. </span></p>
<p style=""margin: 0cm 0cm 8pt;""><span>Do not let pass the last chance to make an advance tax payment for this tax year and take the necessary action <strong>before 20 December 2018.</strong> </span></p>
<p style=""margin: 0cm 0cm 8pt;""><span>If you want our assistance in calculating the advance payments or have other questions about this, do not hesitate to contact us.</span></p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/firms/europe/be/vanhuynegem-associates-spark/images/foto-voorafbetalingen.jpg?h=371&iar=0&w=556&rev=7c10e94b192b42829c70244ae52bc2fa&hash=1599F682C8E430657AA729A8DE7BCB93,https://www.crowe.com/be/spark/insights/voorafbetalingen
,,,,
,,,,
A novelty for Belgium - Tax consolidation,05/12/2018,"<div class=""article-header__content rich-text"">
<p><span>For the first time in Belgian tax history, Belgium introduces tax consolidation, as from assessment year 2020, i.e. financial years starting 1 January 2019 or later.</span></p>
<p><strong><em><span style=""color: #2e74b5;"">Group contribution</span></em></strong></p>
<p><span>The Belgian system will not require establishing consolidated accounts as it uses a ‘group contribution’ system: Belgian profitable entities (companies or PE’s of EEA companies) will be able to transfer (part of their) taxable profits (i.e. to make a ‘group contribution’) to a Belgian loss making affiliated entity (company or PE of EEA companies). The loss making entity can set-off the group contribution received against its current year tax losses and the profitable entity gets a tax-deduction for the ‘group contribution’ made.</span></p>
<p><strong><em><span style=""color: #2e74b5;"">Requirements?</span></em></strong></p>
<p><span>- Companies should be affiliated =</span></p>
<p><span>- parent and subsidiary companies with direct participation of at least 90%</span></p>
<p><span></span>- sister companies with the same parent (in Belgium or EEA) where the parent has a direct participation of at least 90% in the sisters</p>
<p><span>- for an uninterrupted period of 5 years, and</span></p>
<p><span>- they should per taxable period conclude a ‘group contribution’ agreement that must meet certain requirements;</span></p>
<p><span>- the (profitable) entity will have to financially compensate the (loss-making) entity for the tax benefit resulting from the tax-deductible ‘group contribution’ made;  </span>this compensation is non-deductible for the paying company and exempt for the receiving company.</p>
<p><strong><em><span style=""color: #2e74b5;"">Take-away</span></em></strong></p>
<p><span>Belgian group companies with a loss making entity should as soon as possible check whether they meet the requirements for tax consolidation!</span></p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/firms/europe/be/vanhuynegem-associates-spark/images/article-tax-consolidation.jpg?h=371&iar=0&w=556&rev=59f09ccc90d1450da17f105c0cd889c3&hash=54175409ABB8A10D3E413BAE6C8A75E4,https://www.crowe.com/be/spark/insights/a-novelty-for-belgium---tax-consolidation
,,,,
Some fiscal points of attention at the year-end closing,23/12/2021,"<div class=""article-header__content rich-text"">
<p>With the end of the year in sight, it is useful to consider a number of measures that could have an impact on the tax position of companies.</p>
<p>Below we list a number of tax points of attention.</p>
<h2>Mobilization of reserves</h2>
<p>For tax years 2021 and 2022 (financial years 2020 and 2021), the possibility has been foreseen to transfer certain old tax-free reserves to the taxed reserves and to have them taxed at a favourable rate of 15% or 10% if certain investments were made during the financial year.</p>
<p>Tax year 2022 is therefore the last time that this favourable regime can be used. However keep in mind that this transfer to the taxable reserves leads to effective tax. The taxable base cannot be offset with any deductions, nor can any imputations be done.</p>
<h2>Reconstruction reserve</h2>
<p>In order to absorb the impact of the Covid-19 pandemic on the equity of companies and to restore their solvency, the reconstruction reserve was introduced as one of the measures to give companies more financial breathing space. </p>
<p>The reconstruction reserve offers companies the possibility, under certain conditions, to create an exempt reserve in tax years 2022, 2023 and/or 2024 up to the amount of the accounting loss they incurred in the financial year ending in 2020 (in some cases, for the financial year ending in 2021) with an absolute maximum of 20 million euros. For each taxable period, however, the creation is limited to the taxable reserved profit before creation of the construction reserve.</p>
<p>Tax year 2022 is the first year in which the reconstruction reserve can be built up. Maintaining the exemption requires that no distributions are made from equity and that the employment level is maintained at the same level. </p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/main-images/left-to-right/ch-asset-614012490_l2r_main.jpg?h=244&iar=0&w=556&rev=-1&hash=FB4EDF238CDA3E2576A969B2BB790B9C,https://www.crowe.com/be/spark/insights/enkele-fiscale-aandachtspunten-bij-de-jaarafsluiting
European VAT refund,29/07/2019,"<div class=""article-header__content rich-text"">
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><strong><span style=""color: black;"">Did your company pay for overnight stays, fuel or taxi rides? Or did it buy other goods or services subject to local VAT in other EU member states in 2018? Chances are high that you can get a VAT refund! Please note that the deadline for 2018 refunds elapses on 1 October 2019.</span></strong></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><strong><span style=""color: black;""> </span></strong></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span style=""color: black;"">It should be possible to get a VAT refund for many of your purchased services and goods. Of course, certain formal requirements are applicable. This bulletin will discuss when you are eligible to get a VAT refund and which requirements you will have to meet. </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span style=""color: black;""> </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><strong><span style=""color: black;"">Where and by whom? </span></strong><span style=""color: black;""></span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span style=""color: black;"">VAT can be recovered in all 28 member states, but also in Iceland, Norway and Switzerland by any business that is registered in one of the EU member states for VAT purposes.</span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span style=""color: black;""> </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span style=""color: black;"">Yet there are situations in which it is not possible to apply for a VAT recovery as the specific items of expenditure on which VAT is recoverable vary in each member state. </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span style=""color: black;""> </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span style=""color: black;"">Refund requests should be claimed via the website of the tax authorities of the country in which your company is established and VAT registered. Refund requests will be handled by the member state of refund, the amount refundable will be determined under the VAT rules of that member state. The payment of the refund will be made directly to your company by the member state of refund. </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span style=""color: black;""> </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><strong><span>Services and goods</span></strong></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span>In intra-Community B2B transactions VAT is in principle reverse charged to the customer. Still, however, there are services and goods that are bought locally where foreign VAT is charged, like overnight stays, taxi rides, purchasing and using fuel or office supplies. A local VAT reclaim should apply in such situations. </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><strong><span> </span></strong></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><strong><span>Requirements </span></strong></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span>Member States can set the minimum amount that may be recovered under each VAT refund application. </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span> </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span>The minimum for annual application is EUR 50 and EUR 400 for interim applications. Furthermore, it is important to note that the expense items that qualify for refund of VAT vary per country. If you wish to apply for a VAT refund, you should do this electronically through the portal of your local tax authorities. The member state in which VAT was incurred can request additional documentation. </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span> </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span>The most important requirement, however, is that you should apply for a VAT refund before the 1<sup>st</sup> of October of the subsequent calendar year. This means that the VAT refund for 2018 should ultimately be applied for before the end of September 2019. If you snooze, you lose. </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span> </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span>The member state of refund has 4 months to decide, starting from the date of receipt of the claim. The term will be extended when additional information is requested. The member state, however, ultimately should decide on the refund of VAT within 8 months of receipt of the application. Once a decision to issue a refund is announced, it should be paid within 10 business days after expiration of the above deadlines. If the payment of refund is delayed the tax authorities will have to pay late “refund” interest.</span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span> </span></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><strong><span>Recommendation </span></strong></p>
<p style=""background: white; margin: 0cm 0cm 0.0001pt; text-align: justify;""><span style=""color: black;"">As shown, getting a VAT refund is bound to some particular rules, conditions and limitations. Therefore, if you have any questions, please feel free to contact one of our Crowe VAT specialists. We can assist you with the reclaim in each member state.</span></p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/content-images/left-to-right/ch-asset-185076988-a_l2r_lg.jpg?h=313&iar=0&w=556&rev=-1&hash=846937EEC5BECF0B1AD8AF9157284079,https://www.crowe.com/be/spark/insights/european-vat-refund
,,,,
,,,,
,,,,
Tax-friendly remuneration: the corona premium,05/10/2021,"<div class=""article-header__content rich-text"">
<p>In the context of the wage agreement in which a maximum wage increase of 0.4% above the obligatory indexation was agreed, it was further decided that this may still be supplemented with a 'corona premium'.</p>
<h2>The corona premium for employees</h2>
<p>The corona premium can be granted by employers to their employees from 1 August 2021 to 31 December 2021. This will be paid in the form of cheques. The cheques will be valid until December 31, 2022. </p>
<p>The granting must be contained in a collective labour agreement concluded at sectoral or company level.  In the absence of a trade union delegation, the granting may also be done in a written individual agreement. The maximum amount that can be granted is EUR 500,00.  It can be spent in the catering, sports and cultural sector as well as in retail stores that have been closed for at least a month.</p>
<p>For social security purposes, the corona premium is not regarded as salary, so that no ordinary social security contributions are due (neither employer nor employee contributions). There is only a special employer's contribution of 16.5%.</p>
<p>For tax purposes, the premium as well as the special employer's contribution can be deducted as professional expense for employers. For employees, it is an exempt social benefit. Therefore, no tax is due. </p>
<h2>The corona premium for self-employed persons </h2>
<p>Self-employed persons can also qualify for a premium if they have received a ‘bridging right’ for 6 months in the period from 1 October 2020 to 30 April 2021. The gross amount is EUR 598,80 and is paid in cash. It can be spent wherever the individual wants. The premium is taxable separately at 16.5%, so that it amounts to EUR 500,00 net. Both companies’ directors as other self-employed persons as well as coworking spouses can benefit from the premium.  Self-employed persons in a secondary occupation are also eligible, provided that the social contributions they pay are as high as those of a self-employed person in main occupation. The premium was automatically paid by the social security funds on 30 September 2021 at the latest, but does not accrue social rights.</p>
<h2>Conclusion</h2>
<p>The corona premium gives employers an additional opportunity to provide their employees with an extra remuneration in a tax-friendly manner. </p>
<p> </p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/main-images/left-to-right/ch-asset-15129984_l2r_main.jpg?h=244&iar=0&w=556&rev=-1&hash=20D7897F30CC8B8344686FEFC34B3294,https://www.crowe.com/be/spark/insights/coronapremie
Lump sum valuation benefit in kind electricity and heating,02/05/2022,"<div class=""article-header__content rich-text"">
<p>The benefit in kind for the free provision of electricity and heating has been valued on a lump sum basis for many years. This has partly come to an end as from 1 January 2022.</p>
<p><strong><br>
</strong></p>
<p><strong> </strong></p>
<p><strong>Existing rules</strong>  </p>
<p>When an employer or company provides electricity and heating to its employees or directors free of charge, a taxable benefit in kind must be taken into account. This taxable benefit is estimated on a lump sum basis.</p>
<p>For the income year 2022 the following amounts apply: </p>
<p><strong><br>
For electricity:</strong></p>
<ul>
<li>Directors and other executive staff:<span> </span>EUR 1.060,00</li>
<li style=""text-align: left;"">Other employees:<span> </span>EUR 480,00</li>
</ul>
<p style=""text-align: left;""><strong>For heating:</strong></p>
<ul>
<li style=""text-align: left;"">Directors and other executive staff:<span> </span>EUR 2.130,00</li>
<li style=""text-align: left;"">Other employees:<span> </span>EUR 960,00</li>
</ul>
<p>When the employee or director pays a personal contribution, this may be deducted from the amount of the taxable benefit. </p>
<p> </p>
<p><strong>New rules   </strong></p>
<p><strong></strong><span style=""text-align: justify;"">The amounts remain unchanged, although the lump sum valuation will only apply when the person providing the free electricity and heating also provides free housing.  In other words, the benefit for the free provision of heating and/or electricity will only be estimated on a lump sum basis provided that heating and/or electricity is used in a property that the same employer or company puts at the disposal of the employee or director. </span></p>
<p style=""text-align: justify;"">If this is not the case, the benefit for the free electricity and heating must be valued at its actual <strong>value</strong>. A personal contribution may still be deducted.</p>
<p style=""text-align: justify;"">The regulation was amended after a ruling was issued confirming that the lump sum valuation could also apply within the context of so-called cafeteria plans whereby employees are offered the possibility, as part of such a plan, to subscribe to the supply of heating and/or electricity up to a certain budget and whereby they are then only taxed on the lump sum amounts. </p>
<p style=""text-align: justify;""><strong><br>
Pain points of the new regulation  </strong></p>
<p style=""text-align: justify;"">The question arises whether this new regulation passes the test of the principle of equal treatment.  Indeed, from now on, a distinction is made depending on whether or not the employee or director also receives free housing.  A distinction is only justified if it is based on an objective criterion and is reasonably justified.  This justification is currently lacking. In addition, practical problems arise in connection with determining the actual value.  If there is no separate counter, no distinction can be made between private and business consumption.   And what if there are solar panels?  At the moment it is unclear whether the cost of these must also be included and to what extent. </p>
<p style=""text-align: justify;""><strong>Conclusion</strong></p>
<p style=""text-align: justify;"">The adjustment of the lump sum valuation of the benefit for electricity and heating not only leads to probable inequality but also to legal uncertainty and probably also numerous discussions with the tax authorities. Further clarification/fine tuning is therefore necessary. </p>
<div> </div>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/main-images/left-to-right/ch-asset-503038548_l2r_main.jpg?h=244&iar=0&w=556&rev=-1&hash=A53203A3B07AB5A16F6804B2F9B06598,https://www.crowe.com/be/spark/insights/forfaitaire-waardering-2022
,,,,
,,,,
,,,,
Changed reporting obligation regarding costs proper to the employer,05/10/2021,"<div class=""article-header__content rich-text"">
<p>Traditionally, costs proper to the employer are defined as costs incurred by an employee or company director in the course of their professional activity, but which are for the account of the employer. These costs are often 'advanced' by the employee or the director and subsequently reimbursed via 'expense reports'. However, for the sake of convenience, the lump sum allowances foreseen by the tax authorities and the social security authorities are often used.</p>
<p>In order not to jeopardize the (limited or unlimited) deductibility of these costs in the name of the employer and/or not to run the risk that these costs would be subject to the special assessment as secret commissions, employers better report both the lump sum reimbursed costs as the costs reimbursed on the basis of supporting documents on the individual pay slips 281.10 of the employees respectively 218.20 of the directors. </p>
<h2>Actual reporting obligation</h2>
<p>Currently, the following statements must be mentioned on the forms:</p>
<ul>
<li>If it concerns a lump sum reimbursement determined in accordance with serious standards: YES, serious standards</li>
<li>If it concerns a lump sum reimbursement that has not been determined in accordance with serious standards: the amount of the reimbursed costs</li>
<li>If it concerns a reimbursement that  has been determined on the basis of supporting documents: YES, supporting documents.</li>
</ul>
<p>If different types of expense allowances are granted, a combination of the different statements should be mentioned.</p>
<p>Future reporting obligation</p>
<p>As from January 1, 2022, for reimbursement of costs based on supporting documents, the amount must also be mentioned on the salary form. This must be done in the 'miscellaneous information' box.
Failure to do so will result in an administrative sanction. However, the non-deductibility of the costs is not jeopardized and the assessment as a secret commission is not immediately threatening.<br>
<em>Note that it was already provided that from that same date the actual amount paid as home-work allowances must also be included on the forms.</em></p>
<h2>Ratio legis</h2>
<p>The introduction of this stricter reporting obligation should allow the tax authorities to better verify cost reimbursements. On the one hand, they want to limit the double reimbursement of costs on the one hand on a lump sum basis and on the other hand on the basis of supporting documents. On the other hand, they want to avoid that that employees deduct certain costs as actual professional  xpenses while they already receive a lump sum allowance from their employer for the same costs.</p>
<h2>Conclusion</h2>
<p>The additional reporting obligation once again increases the administrative burden on employers.</p>
And although this will only take effect for payments from January 1, 2022 and must therefore only be included in the forms that must be submitted before March 1, 2023, employers do well to already think now about a system to ensure that this reporting runs smoothly. It is also a good opportunity to take a critical look at the actual full package of cost reimbursements.
<p> </p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/main-images/left-to-right/ch-asset-465874347_l2r_main.jpg?h=244&iar=0&w=556&rev=-1&hash=A025139DE108379B1B0502D2D7DCD03C,https://www.crowe.com/be/spark/insights/gewijzigde-rapporteringsverplichting-inzake-kosten-eigen-aan-de-werkgever
,,,,
The importance of advance payments for both partnerships and sole traders.,05/03/2024,"<div class=""article-header__content rich-text"">
<span style=""line-height: 120%;""></span>
<p style=""text-align: justify;""><span style=""background: white; color: black;"">Tax prepayments are important for both sole traders and corporations to maintain financial stability and avoid unnecessary tax increases. In 2024, this practice remains relevant for all taxpayers. Let's take a closer look at why prepayments are so essential and how taxpayers can take advantage of them.</span></p>
<p style=""text-align: justify;""><strong><span>Tax increase for insufficient prepayments</span></strong></p>
<p style=""text-align: justify;""><strong><span>For companies</span></strong></p>
<ul>
<li style=""text-align: justify;"">Companies that fail to pay enough in advance will face a tax increase. The multiplier rate for insufficient prepayments will rise <strong>in corporate tax from 6.75% (income year 2023) to 9% (income year 2024, assessment year 2025). </strong></li>
<li style=""text-align: justify;""><strong> </strong>There will be no increase for the first three financial years of a small company (Art. 1:24, §1 to 6 CCA).  However, prepayment in this particular case does allow you to account for future liabilities, which can be beneficial for your available cash. (see tip)</li>
</ul>
<p style=""text-align: justify;""><strong><span>For sole traders</span></strong></p>
<ul>
<li style=""text-align: justify;"">Sole traders will also face tax increases if they fail to make sufficient prepayments on time.  The multiplier rate will increase <strong>in personal income tax from 4.5% (income year 2023) to 9% (income year 2024, assessment year 2025).</strong>  Which is a significant increase for these taxpayers.</li>
</ul>
<p style=""text-align: justify;""><strong><span>The importance of timely and sufficient prepayments<br>
</span></strong><em>Avoid tax increases</em></p>
<ul>
<li style=""text-align: justify;"">By making timely prepayments, taxpayers can avoid or reduce a tax increase. The increase is not tax-deductible and can be a significant financial burden.</li>
</ul>
<p style=""text-align: justify;""><strong><span>Cash flow benefit</span></strong></p>
<p style=""text-align: justify;"">By making timely and regular prepayments, taxpayers spread the impact of income tax on their cash flow.</p>
<p style=""text-align: justify;""> </p>
<table border=""1"" cellspacing=""0"" cellpadding=""0"" style=""margin-left: 29.75pt; border: none;"">
<tbody>
<tr>
<td valign=""top"" style=""width: 147.25pt; padding: 0cm 5.4pt; border-style: solid; border-width: 1pt; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""><span>CLOSING DATE (FINANCIAL YEAR = CALENDAR YEAR)</span></p>
</td>
<td valign=""top"" style=""width: 147.25pt; padding: 0cm 5.4pt; border-left: none; border-top-style: solid; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""><span>Prepayment</span></p>
</td>
</tr>
<tr>
<td valign=""top"" style=""width: 147.25pt; padding: 0cm 5.4pt; border-top: none; border-right-style: solid; border-bottom-style: solid; border-left-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""><span>10/04/2024</span></p>
</td>
<td valign=""top"" style=""width: 147.25pt; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""><span>12%</span></p>
</td>
</tr>
<tr>
<td valign=""top"" style=""width: 147.25pt; padding: 0cm 5.4pt; border-top: none; border-right-style: solid; border-bottom-style: solid; border-left-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""><span>10/07/2024</span></p>
</td>
<td valign=""top"" style=""width: 147.25pt; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""><span>10% </span></p>
</td>
</tr>
<tr>
<td valign=""top"" style=""width: 147.25pt; padding: 0cm 5.4pt; border-top: none; border-right-style: solid; border-bottom-style: solid; border-left-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""><span>10/10/2024</span></p>
</td>
<td valign=""top"" style=""width: 147.25pt; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""><span>8%</span></p>
</td>
</tr>
<tr>
<td valign=""top"" style=""width: 147.25pt; padding: 0cm 5.4pt; border-top: none; border-right-style: solid; border-bottom-style: solid; border-left-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""><span>20/12/2024</span></p>
</td>
<td valign=""top"" style=""width: 147.25pt; padding: 0cm 5.4pt; border-top: none; border-left: none; border-right-style: solid; border-bottom-style: solid; text-align: left;"">
<p style=""margin-bottom: 0cm; text-align: center; line-height: normal;""><span>6%</span></p>
</td>
</tr>
</tbody>
</table>
<p style=""text-align: justify;""><span> </span></p>
<p style=""text-align: justify;""><strong><span>Practical tips for prepayments in income year 2024 (assessment year 2025)</span></strong></p>
<ul>
<li><span>Start prepayments in time to avoid increases;</span></li>
<li><span> </span>Keep in mind the payment deadlines and make sure you make sufficient prepayments;</li>
<li>Discuss prepayments with your accountant to determine an optimal payment strategy.</li>
</ul>
<p style=""text-align: justify;""><span> </span></p>
<p style=""text-align: justify;""><strong><span>Excessive prepayments</span></strong></p>
<p style=""text-align: justify;""><strong><span><br>
</span></strong>Did you fail to achieve the expected results and prepaid too much as a result? Will prepayments made then be lost or do you have to wait for the tax bill to recover these funds?  No, you can make a change of destination of your prepayments until 31 March of the following year (when the financial year equals the calendar year). You can carry forward (possibly partially) the prepayment to next financial year and/or claim an early refund. A combination of both, transfer and repay, is also possible.</p>
<p style=""margin-left: 35.4pt; text-align: justify;""><span>  </span></p>
<p style=""text-align: justify;""><strong><span>TIP: Maintain your financial reserves and/or cash flow for your investments or future projects</span></strong></p>
<p style=""text-align: justify;""><strong><span></span></strong>Finance your prepayments with a loan from your financial institution.  This way, you will not only avoid unnecessary tax increases, but also optimise your reserves and available cash flow.  You can use these funds for investments, projects, and contingencies. These loans are available at a cheaper rate, where you spread repayment over 12 months.  The interest paid is also a tax-deductible expense.To benefit from the 12% tax benefit, it is advisable to submit your application to the bank before the end of March.</p>
<p style=""text-align: justify;""><span> </span></p>
<p style=""text-align: justify;""><strong><span>Get assistance from your accountant or tax advisor for personalised and top-quality guidance.  Crowe Spark Accountants &amp; Tax Advisors can provide you with expert advice and all the necessary information to manage your finances in the best possible way.</span></strong></p>
</div>",https://www.crowe.com/be/spark/-/media/crowe/shared/image-library/content-images/left-to-right/ch-asset-153246450_l2r_lg.jpg?h=313&iar=0&w=556&rev=-1&hash=7A4FACAB48796279CF81B57C0DADF55B,https://www.crowe.com/be/spark/insights/voorafbetalingen-venn-en-eenmanszaken
