Item No,Availability,Item Title,Item Price,Item Images,Product Details,Item URL
3234400,Available,Gourmia XL French Door Countertop Air Fryer Oven,149.99,"https://cdn.bfldr.com/U447IH35/as/xpcvrsqjqb3mw7k4smnmc97/3234400-847__7?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/24pj9kmk687k5nrwt3knrz6c/3234400-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/kkfcffsfhsrt97wp3nfmcm9k/3234400-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/trbbshpcnsbkbzhqx57fmvn/3234400-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/9tqvq96phs27fjs9h9hp5bwj/3234400-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/jchhw6x8w6b8283sjv597k4c/3234400-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/98b4phwcf69mnvx8sncm8bb4/3234400-847__4d?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/278qhvmtj92q3hn7nqk9n4w/3234400-847__8?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/2rv5vm3gxqw4pj9v6sc358t/3234400-847__2?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.              Gourmia’s XL 12-Slice Digital Air Fryer Oven cooks an impressive variety of foods: fries, bagels, pizza, popcorn, wings, seafood, and more. Give one door handle a pull, and both doors will open to welcome your trays of treats. Invite all your friends for a tasty, oil-free meal prepared in this XL toaster oven and air fryer combo that produces the best of balance: crispy on the outside and moist on the inside. The XL capacity and 6 rack positions allow you to cook a variety of foods at once for a complete meal. Enjoy all the healthy and delicious meals and snacks you can dream up with these 19 cooking presets: Air Fry, Fries, Wings, Bacon, Vegetables, Snacks, Seafood, Toast, Bagel, Bake, Convection Bake, Roast, Broil, Pizza, Reheat, Keep Warm, Dehydrate, Slow Cook, and Popcorn. Bon appetit!   Accessories Included:   Air fry basket  Oven rack  Baking pan  Crumb tray  User manual    Product Features:   Patented Fry Force 360° Technology cooks food quickly and evenly with little to no oil  XL Capacity fits 12 slices of bread, 15’’ pizza, 20 lb. turkey and 15” x 13” baking pan  Popcorn function pops fresh popcorn without mess or oil  Dehydrate function prepares healthy dried snacks such as beef jerky and apple chips  Intuitive touchscreen makes it easy to set your preferences  Display shows temperature and time simultaneously so it’s easy to adjust and monitor  Stylish French doors open with a single pull, so you always have a free hand available  Large, clear windows allow for easy monitoring of food while maintaining ideal oven temperature  Designed with stainless steel for a sleek look and long-lasting durability  Includes free download of 64-page recipe book created by Gourmia’s in-house chefs    Dimensions & More:   Materials: Metal, stainless steel, plastics  18.5"" x 21.26"" x 12.8""; Weight 23.15 lbs  1700 Watts, 2750 Rpm  Made in China    Warranty:   This Limited Warranty is for one full year from the date of purchase and requires proof of purchase from an authorized seller. It is applicable to the original purchaser only and is not transferable to a third party user. Repair or replacement of defective parts is solely at Gourmia’s discretion. In the event that repair isn’t possible, Gourmia will replace the product/part. If product repair/replacement won’t suffice, Gourmia has the option of refunding the cash value of the product or component returned.  Product defects not covered under the Warranty provisions include normal wear and damage incurred from use or accidental negligence, misuse of instruction specifications or repair by unauthorized parties. Gourmia is not liable for any incidental or consequential damages incurred by such circumstances.  Only valid within the United States.    For product related questions please contact 1-888-552-0033   ",https://www.costco.com/.product.3234400.html
1009806,Not Available,,,,,https://www.costco.com/.product.1009806.html
1763178,Available,Henckels Ceramic Nonstick 5-Quart Everyday Sauté Pan,19.97,"https://cdn.bfldr.com/U447IH35/as/9w5mnfr6nfwfsk6c3g77jkb/1763178-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/7fxq88wtbh3sjbj8qfw5c7/1763178-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/8nc6794hgfr9prtwxk6mtr7/1763178-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/tb3xkpct79zb8mqs7nmvfnn/1763178-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/wv73h823kt9hxms5hsp56rc/1763178-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/pk6s8gxtc6wg5cbmc6psns/1763178-847__2?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.               Made in: China    For Customer Care you can reach us by phone at 646-466-2556 (Monday to Friday, 9 AM to 5 PM EST) or email us at hello@zwillingus.com.    ",https://www.costco.com/.product.1763178.html
2883930,Not Available,,,,,https://www.costco.com/.product.2883930.html
2264722,Available,Cuisinart Burr Grind & Brew 12 Cup Automatic Coffee Maker,Not Found,"https://cdn.bfldr.com/U447IH35/as/xbvqctrwt9wjksvhtjnxm9qg/2264722-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/jh56tctsvs5xqfw7mwmnsvk8/2264722-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/v5pxnmvx4fwq4ftzvm7bxknv/2264722-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/gbntvpfrs64xhzbzbt8r7693/2264722-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/hrnkpc676q87fsgxwgpnfkb/2264722-847__3?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.             Cuisinart introduces the fully programmable Burr Grind & Brew™ 12 Cup Automatic Coffeemaker. With a built in burr grinder, the quality and integrity of your coffee beans is maintained for a fresher, richer flavor everyone will love. The sealable bean hopper holds up to half a pound of coffee beans, ready to make up to 12 cups of coffee at a time at the strength level you want, guaranteeing you can always have a great pot of coffee!   Product Features:   12-cup glass carafe  8oz bean hopper with a sealed lid to prevent moisture  Burr grinder automatically grinds beans before brewing  Strength selector – choose coffee strength: strong, medium or mild  Grind control – program the amount of coffee you want to grind: choose from 2 to 12 cups  Fully automated with 24-hour programmability  Gold tone commercial style permanent filter  Charcoal water filter removes impurities 24-hour fully programmable  Brew Pause™ feature lets you enjoy a cup before brewing is finished  Adjustable auto-shutoff (0-4 hours)  Grind-off feature  2 to 4 cup feature integrated into unit    Dimensions & More Info:   Product Dimensions: 8.13” L x 9.38” W x 16.34” H  Weight: 14.7 lbs    Warranty:   Limited 3-year Warranty    For product related questions please contact: Consumer Service Center toll-free at 1-800-726-0190 or write to: Cuisinart, 7475 North Glen Harbor Blvd., Glendale, AZ 85307.   ",https://www.costco.com/.product.2264722.html
1630884,Not Available,,,,,https://www.costco.com/.product.1630884.html
1630881,Not Available,,,,,https://www.costco.com/.product.1630881.html
2246542,Available,Chefman 1.8L Digital Precision Electric Kettle with Tea Infuser,44.99,"https://cdn.bfldr.com/U447IH35/as/9nhh5w9mhhfckkvbwct7x/2246542-product_video?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/swjkgzxr6tfxn95nchj7pmm/2246542-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/w3bf6vft2wfcxc878srcp2b/2246542-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/hvkkjf3mqvphjtghqmpx7zct/2246542-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/ttsfnnnbmh3j8bmr7w4m8vv6/2246542-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/gzczp3cnk54j6pcxpkq6v594/2246542-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/fwhwh6pt8hm4fbphs4tnrr/2246542-847__5?auto=webp&amp;format=jpg",  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.                  ,https://www.costco.com/.product.2246542.html
1103106,Available,Snapware Pyrex 18-piece Glass Food Storage Set,30.99,"https://cdn.bfldr.com/U447IH35/as/kn835fhgsb6jc8r5zcmsbm4/1103106-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/mnfk77r6q7xg89p6qkkhwsp/1103106-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/mrtqmccq3wqqqnjwsvxbfwnz/1103106-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/mc75tmkq9fwrfskxc8qp8srw/1103106-847__7?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/3933f78cxqc7khncx3nzfjkq/1103106-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/gwvc4xbpz37ff3jwm46c7m5/1103106-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/rmn3bk785gmz4cqf4s4mpzkv/1103106-847__3?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.              Limit 5 per member    This Snapware® set is made of Pyrex® tempered glass, which is safe to use in both the microwave and oven. The lids are airtight to keep food fresher longer, yet are easy to put on and take off. Plus, you can write on the lids to eliminate the guesswork of what's inside. Then, erase the lid and reuse.   Includes:   (2)1-cup small round containers with lids  (2)2-cup small rectangular containers with lids  (2)4-cup medium square containers with lids  (2)4-cup medium round containers with lids  (1)6-cup large rectangular container with lid        Features:   Airtight, leak-proof lids with 4 locking tabs  Stain-resistant tempered glass containers are microwave, oven, refrigerator, freezer & dishwasher safe  Space-saving, nestable design  Write + Erase lids for easy labeling of contents  BPA-free  Refrigerator, freezer, microwave & top-rack dishwasher safe        For product-related questions please contact WorldKitchen at 800-999-3436   ",https://www.costco.com/.product.1103106.html
3871951,Not Available,,,,,https://www.costco.com/.product.3871951.html
1816883,Not Available,,,,,https://www.costco.com/.product.1816883.html
1804559,Available,Midea 0.9 cu. ft. Countertop Microwave Oven,79.99,"https://cdn.bfldr.com/U447IH35/as/9rkb3f5zw74r25sz75w8txmb/1804559-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/4msjc3sxw4j4n9nrcvjk9xcp/1804559-847__7?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/483bj7n4pbtkqq9s3khfw4/1804559-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/nzswpsnjt7qvnvj6zwck6n3/1804559-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/kxq9qxrwmhrf8ktn6s8n5btf/1804559-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/q8bw5vffbg6w5j4c4q78b9c/1804559-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/b688g8srrrkh3zgcg8xs94tb/1804559-847__4?auto=webp&amp;format=jpg",  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.               WARNING: Cancer and Reproductive Harm. For more information go to: www.P65Warnings.ca.gov .       ,https://www.costco.com/.product.1804559.html
3226685,Not Available,,,,,https://www.costco.com/.product.3226685.html
1630857,Not Available,,,,,https://www.costco.com/.product.1630857.html
1759351,Not Available,,,,,https://www.costco.com/.product.1759351.html
1186955,Available,"OXO SoftWorks POP Food Storage Containers, Set of 3",26.99,"https://cdn.bfldr.com/U447IH35/as/hw7b5hxsbwcgkn58n7s444x/1186955-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/hs9vx6gzwcjt5t7t8bqsnhg/1186955-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/gsmc2jcvgkks9spqwrvwk96/1186955-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/w4k747jr3gqc4nn4rm2vgw8t/1186955-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/h4xj79qfj7tb9wv74jz6jpv/1186955-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/kncm8xpn2zjrbx5qhxwhbkt/1186955-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/b74b3v9r6qp3kn3qtr9q757g/100956378-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/2tnqp2jf526js4sfv37n6bt/100956378-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/wjvx4nwnkb6mxsgth3zx6ts/100956378-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/wp9mwjqzwmv8r5mnfc533tz/100956378-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/vmjb3k4xfsxv4pvk5rk8889b/100956378-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/cjbx6xkkrfn57346k4k9ttkx/100956378-847__6?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.               Keep dry foods and ingredients fresh and close at hand with the OXO SoftWorks POP Food Storage Containers, Set of 3. Each container has a push-button lid that creates an airtight seal—and doubles as a handle for easy, one-handed opening. These containers are perfectly calibrated to store common household staples like cereal, flour, sugar, pasta, rice, coffee, nuts, snacks and more. Containers nest with lids on for convenient storage. The POP containers aren’t just for kitchens: Use them any place you want more organization such as the bathroom, home office or laundry room.   Includes :  (1) 1.9 Qt/1.8 L Container  (1) 3.0 Qt/2.8 L Container  (1) 4.5 Qt/4.2 L Container    Features :  For best results, always use the button to open and close  Do not carry POP Canisters by the lid    Made In : China   For product related questions please contact OXO Consumer Care at 1-800-545-4411   ",https://www.costco.com/.product.1186955.html
1529180,Available,"Bentgo Kids Lunch Box Containers, 3-Pack",Not Found,"https://cdn.bfldr.com/U447IH35/as/2t2hgs87rsf489csmzvrv3v5/1529180-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/mkp89cpkttx9sxmpkzncbq8z/1529180-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/qznvc6qqt37pcthcwgk3n5t/1529180-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/4zsqvg85bfrk9vkmbfk5j/1529180-847__1?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.             Colorful and compact, Bentgo® Kids is a bento-themed lunch box that was designed exclusively for active kids on the go. Easy to open and close, the kid-friendly latches are perfect for small hands ready to dive in for a healthy serving of fruits, veggies, or a sandwich. The outer shell is airtight, durable, and its innovative leak-proof technology ensures lunch will be fresh and mess-free. The removable inner tray is dishwasher safe and sports 5 separate compartments making it easy to create healthy lunches full of variety. Eating fun and fresh meals is easy with Bentgo®. Includes:  (1) Purple Bentgo® Kids Lunch Box with outer shell and inner tray (1) Green Bentgo® Kids Lunch Box with outer shell and inner tray (1) Blue Bentgo® Kids Lunch Box with outer shell and inner tray Features: Container Dimensions: 8.5” x 6.5” x 2” Compartment Capacity: Left: 1 cup; Back: 1/2 cup; Right: 1/2 cup; Front: 1/4 cup; Sauce: 2 tbsp Weight: 1 lb. 4 oz Made in China For product related questions please contact Bentgo at 657-275-3738   ",https://www.costco.com/.product.1529180.html
1825596,Available,"Tupperware Heritage Collection Food Storage Containers, Set of 32",79.99,"https://cdn.bfldr.com/U447IH35/as/wjn34bx54v8j7pxrsc2nxvxr/1825596-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/q8cx9b3x5t8zfmh8p6568v3z/1825596-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/stjs5xjfknvhvp573qvn/1825596-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/9rh5v5b7h55p74cvxts55tb/1825596-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/95wkpwcvrstj987t7zcgpj6h/1825596-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/57vk3rxcjqkgm7mb49gg5/1825596-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/qbjrrr4t6kbvrqrtxzpvcnk4/1825596-847__7?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/hp699p6zvxw93h2q5m5v5wk/1825596-847__8?auto=webp&amp;format=jpg",  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.              Made in: US & MX      ,https://www.costco.com/.product.1825596.html
3543442,Available,Cuisinart Variable Speed Immersion Blender with Food Processor,Not Found,"https://cdn.bfldr.com/U447IH35/as/cx6xh8hq9mc9ggxjq8mn57n/3543442-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/njsb2mv4ct5z3r63kwt8g8n3/3543442-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/rsm7kv34jgchvjnf8bfgf9p/3543442-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/9m33bs37v76nmx2x4vv5jzqc/3543442-847__7?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/fvrp4j5k8hbphtqh7nqn68/3543442-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/6tjfvzpp48ttfvr4trsxb5f6/3543442-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/98mppn784mxnrgnttns5hh4/3543442-847__4?auto=webp&amp;format=jpg",  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.                  ,https://www.costco.com/.product.3543442.html
2232432,Not Available,,,,,https://www.costco.com/.product.2232432.html
1801613,Available,Gourmet Settings Promise 45-piece Flatware Set,49.99,"https://cdn.bfldr.com/U447IH35/as/29j58bh8frpx6cx26xtnf3r/1801613-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/vnx5xjmnkkgjqpf5q3vsw77/1801613-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/v6r499pn5jqn2cnvngsrm/1801613-847__2?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.              Item may be available at your local warehouse for a lower, non-delivered price.  This pattern is the perfect intersection of classical forms and the simple elegance of contemporary flatware. The result is a truly luxurious pattern with elegance, sophistication and modern style. The polished finish reflects undeniable European grace. Like all Gourmet Settings patterns, Promise has been meticulously designed, engineered and tested to be perfectly weighted and balanced, ensuring optimal performance and comfort. Promise is made with premium stainless steel and is guaranteed to last for years to come.   Includes:   8 salad forks – 7”  8 dinner forks – 8 ¼”  8 dinner knives – 9 ½”  8 dinner spoons – 8 ¼”  8 teaspoons – 7”  1 serving spoon – 9 ¾”  1 slotted serving spoon – 9 ¾”  1 serving fork – 9 ¾”  1 sugar spoon – 4 ¾”  1 spreader – 7”    Features:   Stamped, teardrop design  Polished finish  Dishwasher safe  25 year warranty    Made in: Vietnam   For product related questions please contact customer service at 1-800-551-2649 or customerservice@gourmetsettings.com    ",https://www.costco.com/.product.1801613.html
3883930,Not Available,,,,,https://www.costco.com/.product.3883930.html
1759339,Not Available,,,,,https://www.costco.com/.product.1759339.html
1572864,Not Available,,,,,https://www.costco.com/.product.1572864.html
1480311,Available,"PureWine The Wand 40-pack, Wine Purifiers",Not Found,"https://cdn.bfldr.com/U447IH35/as/jx69pp6cft3v5nswkbsgxnw/1480311-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/9r6nv4vwfmcghbq39xvt8w/1480311-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/94jb9xh9sppgxgnbrv65zs7/1480311-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/5m3nqmqgr7m82prs5j6x4t3t/1480311-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/g45frrb9b6jpfpfg22vk7nm/1480311-847__1?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.             No More Wine Headaches! Only PureWine products alleviate ALL of the most common side effects from drinking wine: Headaches, Congestion, Skin Flush, Next-Day Hangovers and Upset Stomach. No other wine purifier removes BOTH histamines and sulfites – the culprits that trigger most common wine allergies. Purifies ALL red, white and sparkling wines without changing the natural taste, aromas or color of the wine. The Wand™ purifies one glass of wine in as little as 3 minutes. Patented Nano Pore filtration is proven safe and effective in independent tests.   Includes:   (40) The Wand™ Wine Purifiers (1 Wand Per-Glass)    Features:   Patented Technology – The only wine purifier that removes both histamines and sulfites.  Convenient, Per-Glass – Easy to use, portable, fits in purse or pocket. Disposable, ready to use, no messy clean-up needed.  No More Wasted Wine – Imagine no longer having to throw away opened bottles of wine. Restores open, oxidized wine to its natural state using the Patented Phoenix® Purification technology.  Safe and Effective – Does not add any harsh chemicals to your wine. FDA compliant and BPA-Free.  Never Lose Your Glass – Each Wand pack includes an assortment of twist-off Wine Charms. Enjoy your wine without headaches and never lose your glass again.  Single-Use – To maximize performance, The Wand™ is recommended for single-use.  100% Made In The USA  ​Limit 5 per Member    Dimensions:   The Wand™: .175” L x 2” W x 6.25” H | .325 oz.    For product related questions please contact PureWine Inc. at (817) 933-5151  ",https://www.costco.com/.product.1480311.html
1390578,Available,Baum Harden 16-piece Dinnerware Set,59.99,"https://cdn.bfldr.com/U447IH35/as/7tcf2xvtctxxjfb5f7c8gfn/100528548-847_green_2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/67qpw76r3pv9mgmqkj3cpgk/100528548-847_green_7?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/2rx97bxxpv5mc863kv3qc62t/100528548-847_green_3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/vnm6mm9wvbfjp3sfjcv3jqg/100528548-847_green_5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/2r7hc95bspwj4pkp9g5nvr6c/100528548-847_green_4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/wn8cxhgn2mbfjb9mnmtwsm4g/100528548-847_green_1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/nwx5qvhh9kfv839sjf763cr4/100528548-847_green_6?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.             This 16-piece dinnerware set has an earthy, organic feel. A radial texture that gives life and depth to every setting. Hearth’s speckled and hand-crafted look elevates a traditional pattern. The unique glaze makes this a standout backdrop for all meals to come. Includes: 4 - Dinner plates – 10.25"" 4 - Salad plates – 8.5"" 4 - Bowls - 5.75"" 4 - Mugs - 15 oz. capacity Features: Microwave safe Dishwasher safe Stoneware Made in China  ",https://www.costco.com/.product.1390578.html
1768116,Available,"Anchor Hocking TrueSeal Glass Food Storage, Set of 16",29.99,"https://cdn.bfldr.com/U447IH35/as/gcjqf7x6szpxpzjv9xbh9qq/1768116-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/gsgrr6rhrnvjxccvxmx9qzkz/1768116-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/fgmmhm9hmm58tbk8chhvfs/1768116-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/n6ctfcb32g7g7f7xjs7skbcz/1768116-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/49r9mppvtr6sccpx2v472jpg/1768116-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/hgtxhgpg97f3pfwmkt45qs/1768116-847__5?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.             Anchor Hocking TrueSeal glass food storage containers with lids were designed to prevent spills and leaks by utilizing the BPA-free, textured lid, which seamlessly forms to the glass container, yet are easy to put on and takeoff. The tempered glass is microwave, oven (up to 425 °F), freezer, and dishwasher safe - lids are top rack safe. These versatile glass containers will become a kitchen staple for all your prep, baking, storage, transporting, serving and reheating needs.   Includes:   (2)1-cup storage containers with lids  (2)2-cup storage containers with lids  (1)3.5-cup tall storage container with lid  (2)4-cup storage containers with lids  (1)7-cup storage container with lid  (1) dry erase marker     Features:   Microwave and freezer safe  Locks air out, seals freshness in  Lids designed for dry-erase use     Made in:   Glass vessels made in USA  Lids made in China    For product related questions please contact Anchor Hocking at (800) 562-7511 or consumerrelations@anchorhocking.com   ",https://www.costco.com/.product.1768116.html
