Name,Location,Speciality,E-mail Address,Website,Facebook,Instagram,No. Of Products,Product 1,Product 2,Product 3,Product 4,Product 5,Product 6,Product 7,Product 8,Product 9,Product 10,Product 11,Product 12,Product 13,Product 14,Product 15,Product 16
LaserAway,"514 WILSHIRE BLVD, SANTA MONICA, CA 90401",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/santa-monica/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
Revive Wellness Center Torrance,"3655 LOMITA BLVD STE 301, TORRANCE, CA 90505",OTHER,revivefrontdesk@gmail.com,https://www.revivecenter.com,https://www.facebook.com/revivewellnesscentersouthbay/,@revive_torrance,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,Natrelle® Breast Implants®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,,,
MAX R LEHFELDT MD,"836 S ARROYO PKWY, PASADENA, CA 91105",,dr.lehfeldt@gmail.com,https://www.teleosplasticsurgery.com,https://www.facebook.com/drmaxplasticsurgery,@radiancemedspa,8 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,
Revive Med Spa - Manhattan Beach,"2680 N SEPULVEDA BLVD STE H-100, MANHATTAN BEACH, CA 90266",MEDICAL_SPA,info@revive.md,https://revive.md/,https://www.facebook.com/revivemedspasd/,@revive.md,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,,
MICHAEL ZADEH MD,"14658 VENTURA BLVD, SHERMAN OAKS, CA 91403",,info@zcosmetichealth.com,https://www.zcosmetichealth.com,https://www.facebook.com/zcosmetichealth,@zcosmetichealth,9 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,
Pier Medical Aesthetics,"415 PIER AVE, HERMOSA BEACH, CA 90254",OTHER,info@pieraesthetics.com,https://pieraesthetics.com,https://www.facebook.com/piermedicalaesthetics/,@piermedicalaesthetics,10 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,
DermFx Redondo Beach,"432 S PACIFIC COAST HWY, REDONDO BEACH, CA 90277",MEDICAL_SPA,inquiries@dermfx.com,https://www.dermfx.com,https://www.facebook.com/dermfx,@dermfx,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,
LaserAway,"3333 E IMPERIAL HWY, BREA, CA 92823",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/brea/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LaserAway,"20159 RINALDI ST STE 110, PORTER RANCH, CA 91326",,contact@laseraway.com,https://www.laseraway.com/locations/ca/porter-ranch/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/laseraway/,@laseraway,8 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,
LaserAway,"11409 SOUTH ST, CERRITOS, CA 90703",,contact@laseraway.com,https://www.laseraway.com/locations/ca/cerritos/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
GORDON SASAKI MD,"800 FAIRMOUNT AVE STE 319, PASADENA, CA 91105",,info@drsasaki.com,https://www.drsasaki.com/,https://www.facebook.com/mdsasaki/,@sasakimedicalcenter,11 Products,BOTOX® Cosmetic (onabotulinumtoxinA),Natrelle® Breast Implants®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,
Skin Perfect Medical Glendora,"1812 E ROUTE 66, GLENDORA, CA 91740",MEDICAL_SPA,glendora@skinperfectmedical.com,https://skinperfectmedical.com/locations/sgv/glendora/,https://www.facebook.com/skinperfectglendora_official,@skinperfectglendora_official,3 Products,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,,,,,,
InjectAbility Clinic,"2223 TORRANCE BLVD, TORRANCE, CA 90501",MEDICAL_SPA,info@injectabilityclinic.com,https://www.injectabilityclinic.com,https://facebook.com/injectabilitybeauty,@injectabilitybeauty,15 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,
LaserAway,"4725 E 2ND ST STE B, LONG BEACH, CA 90803",,contact@laseraway.com,https://www.laseraway.com/locations/ca/long-beach/?utm_source=alle+directory&utm_medium=website+link,http://www.facebook.com/laseraway/,@laseraway,8 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,
Skin Remedies Medical ,"1711 OCEAN PARK BLVD, SANTA MONICA, CA 90405",MEDICAL_SPA,sales@skinremedies.com,https://skinremedies.com/,https://www.facebook.com/SkinRemediesMedical/,@skinremediesmedical,11 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,
KARYN GROSSMAN MD,"2001 SANTA MONICA BLVD STE 1250W, SANTA MONICA, CA 90404",DERMATOLOGY,reception@grossmandermatology.com,https://www.grossmandermatology.com,https://www.facebook.com/grossmandermatology/,@grossmandermatology,10 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,
LaserAway,"1575 S HARBOR BLVD, FULLERTON, CA 92832",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/fullerton-metrocenter/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,8 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,
LaserAway,"4728 LINCOLN BLVD, MARINA DEL REY, CA 90292",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/marina-del-rey/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
MDS Medical Spa,"22554 Ventura Blvd 207, Woodland Hills, CA 91364",MEDICAL_SPA,mdsmedicalspa@yahoo.com,https://www.doctorfatoff.com/site/,https://www.facebook.com/DoctorFatOff?mibextid=LQQJ4d,@mdsbydoctorfatoff,11 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,
LaserAway,"23373 MULHOLLAND DR, WOODLAND HILLS, CA 91364",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/woodland-hills/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
Revive Med Spa - Woodland Hills,"6320 TOPANGA CANYON BLVD STE 1623, WOODLAND HILLS, CA 91367",MEDICAL_SPA,info@revive.md,https://revive.md,https://www.facebook.com/revivemedspasd,@revive.md,11 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,,,
Injector 5280,"2435 W 44TH AVE, DENVER, CO 80211",OTHER,info@injector5280.com,https://www.injector5280.com,https://www.facebook.com/injector5280/,@injector5280,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,,
GIDEON KWOK DO,"6501 GREENLEAF AVE, WHITTIER, CA 90601",MEDICAL_SPA,whittier@skinperfectmedical.com,https://skinperfectmedical.com/locations/los-angeles/whittier/,https://facebook.com/skinperfectwhittier,@skinperfectwhittier,9 Products,BOTOX® Cosmetic (onabotulinumtoxinA),DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,
TIGRAN IAN GEVORKIAN MD WEHO,"8473 MELROSE AVE, WEST HOLLYWOOD, CA 90069",OTHER,LUXBAEWEHO@GMAIL.COM,,,@Luxbae,15 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,
LaserAway,"13833 VENTURA BLVD STE 103, SHERMAN OAKS, CA 91423",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/sherman-oaks/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
ADVANCED DERMATOLOGY & COSMETIC,"28212 KELLY JOHNSON PKWY, VALENCIA, CA 91355",,info@creatingbeauty.com,https://creatingbeauty.com,https://www.facebook.com/advanceddermatologycosmeticcare/,@advanceddermatology_,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,
Skin Suite Rx Medical Spa,"4045 GRAND AVE, CHINO, CA 91710",OTHER,ssrxmanagement@gmail.com,https://www.skinsuiterx.com,,@Skinsuite_rx,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,,
LaserAway,"5655 E LA PALMA AVE STE 140, ANAHEIM, CA 92807",,contact@laseraway.com,https://www.laseraway.com/locations/ca/anaheim-hills/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LA BEAUTY SKIN CENTER | GLENDALE,"1330 S GLENDALE AVE, GLENDALE, CA 91205",MEDICAL_SPA,info@labeautyskincenter.com,https://www.labeautyskincenter.com/,https://www.facebook.com/labeautyskincenter?ref=hl,@labeautyskincenter,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,
LaserAway,"7881 EDINGER AVE STE 122, HUNTINGTON BEACH, CA 92647",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/huntington-beach/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
JOHN P BEA,"131 W BONITA AVE, SAN DIMAS, CA 91773",,thebeautxspa@gmail.com,https://www.thebeautx.com,,,9 Products,BOTOX® Cosmetic (onabotulinumtoxinA),KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,
La Fontaine Aesthetics,"2774 E 2nd Ave Penthouse Suite, Denver, CO 80206",OTHER,info@lafontaineaesthetics.com,https://www.denverfusionspa.com,,,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,,,,,,,
DermFx Orange,"275 S MAIN ST, ORANGE, CA 92868",MEDICAL_SPA,inquiries@dermfx.com,https://www.dermfx.com,https://www.facebook.com/dermfx,@dermfx,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,
LaserAway,"24256 VALENCIA BLVD, Santa Clarita, CA 91355",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/ca/valencia/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
LaserAway,"4076 E 9TH AVE, DENVER, CO 80220",,contact@laseraway.com,https://www.laseraway.com/locations/co/denver/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
ROBERT G FANTE MD PC,"4500 E CHERRY CREEK SOUTH DR STE 55, DENVER, CO 80246",MEDICAL_SPA,fantecentre@gmail.com,https://www.drfante.com,https://www.facebook.com/FanteCentre/,@fanteeyeandface,15 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,
DermFx Sunset Beach,"16501 PACIFIC COAST HWY, SUNSET BEACH, CA 90742",MEDICAL_SPA,inquiries@dermfx.com,https://www.dermfx.com,https://www.facebook.com/dermfx,@dermfx,13 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,
DR FREEZE - CoolSculpting Expert,"2041 ROSECRANS AVE. SUITE 170, EL SEGUNDO, CA 90245",MEDICAL_SPA,team@drsculpt.com,https://www.drfreeze.com/,,,5 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,,,,
LaserAway,"655 S MAIN ST STE 250, ORANGE, CA 92868",MEDICAL_SPA,contact@laseraway.com,https://www.laseraway.com/locations/ca/orange/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/laseraway/,@laseraway,8 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,
INJECTOR 5280,"2435 W 44TH AVE, DENVER, CO 80211",,info@injector5280.com,https://www.injector5280.com,https://www.facebook.com/injector5280/,@injector5280,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,,,
KINGWOOD SKIN ESSENTIALS MED SPA,"350 KINGWOOD MEDICAL DR STE 310, KINGWOOD, TX 77339",OTHER,info@kingwoodskinessentials.com,https://www.kingwoodskinessentials.com,,@ksemedspa,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,
LaserAway,"16535 SOUTHWEST FWY STE 1008, SUGAR LAND, TX 77479",OTHER,contact@laseraway.com,https://www.laseraway.com/locations/tx/sugar-land/?utm_source=alle+directory&utm_medium=website+link,https://www.facebook.com/LaserAway/,@laseraway,7 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,,,,,,,,,
Ona Skincare - East Nashville,"1013 FATHERLAND ST, NASHVILLE, TN 37206",MEDICAL_SPA,booking@onaskineast.com,https://www.onaskin.com,http://www.facebook.com/onaskinnashville,@onaskincare,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,
LaserAway,"2120 GREEN HILLS VILLAGE DR STE 310, NASHVILLE, TN 37215",,contact@laseraway.com,https://www.laseraway.com/locations/tn/green-hills/?utm_source=alle+directory&utm_medium=website+link,http://www.facebook.com/laseraway/,@laseraway,8 Products,BOTOX® Cosmetic (onabotulinumtoxinA),LATISSE® (bimatoprost ophthalmic solution) 0.03%,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® Ultra XC,CoolSculpting®,CoolSculpting® Elite,CoolTone®,,,,,,,,
AESTHETIC SURGERY AND DERMATOLOGY,"3300 E 1ST AVE STE 400, DENVER, CO 80206",DERMATOLOGY,asd2.denver@gmail.com,https://www.adriennestewartmd.com,,@asd.denver,14 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,DiamondGlow®,LATISSE® (bimatoprost ophthalmic solution) 0.03%,KYBELLA® (deoxycholic acid) injection 10 mg/mL,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,,
Serotonin Centers ,"3900 HILLSBORO PIKE STE 20, NASHVILLE, TN 37215",OTHER,Greenhillstn@serotonincenters.com,https://www.serotonincenters.com/green-hills/,,,12 Products,BOTOX® Cosmetic (onabotulinumtoxinA),SkinMedica®,JUVÉDERM® Ultra Plus XC,JUVÉDERM® VOLUMA XC,JUVÉDERM® VOLLURE XC,JUVÉDERM® VOLBELLA XC,JUVÉDERM® Ultra XC,CoolSculpting®,JUVÉDERM® VOLUX™ XC,CoolSculpting® Elite,SKINVIVE™ by JUVÉDERM®,CoolTone®,,,,
